# LLM pairwise verification (claude-haiku-4-5-20251001) of candidate_pairs.tsv. verdict: yes/no/unsure. See verify_pairs_llm.py.
strong_a	strong_b	verdict
H8376	H8427	yes
H8388	H8453	no
H8388	H8462	no
H8389	H8453	no
H8389	H8462	no
H8397	H8557	no
H8432	H8496	no
H8510	H8534	no
H8563	H8564	no
H8566	H8567	no
H8604	H8605	no
H0006	H0995	no
H0006	H0996	no
H0006	H0998	no
H0006	H1894	no
H0006	H8394	no
H0006	H8432	no
H0014	H3254	no
H0014	H5545	no
H0014	H5595	no
H0034	H2556	no
H0034	H2637	no
H0034	H2638	no
H0034	H2639	yes
H0034	H4270	yes
H0046	H1262	no
H0046	H3509	no
H0046	H3523	no
H0046	H3524	yes
H0046	H3528	no
H0046	H3530	no
H0046	H4345	no
H0047	H1262	no
H0047	H3509	no
H0047	H3523	no
H0047	H3524	yes
H0047	H3528	no
H0047	H3530	no
H0047	H4345	no
H0076	H0871	no
H0076	H1156	no
H0076	H3925	no
H0076	H3928	no
H0076	H7735	no
H0082	H1248	no
H0082	H1249	no
H0082	H1250	no
H0082	H1262	no
H0082	H1285	no
H0082	H1287	no
H0082	H1614	no
H0082	H3925	no
H0082	H3928	no
H0082	H7389	no
H0083	H1248	no
H0083	H1249	no
H0083	H1250	no
H0083	H1262	no
H0083	H1285	no
H0083	H1287	no
H0083	H1614	no
H0083	H3925	no
H0083	H3928	no
H0083	H7389	no
H0086	H1288	no
H0086	H1290	no
H0086	H1293	no
H0086	H1295	no
H0086	H7389	no
H0086	H8388	no
H0086	H8389	no
H0102	H1479	no
H0102	H1610	no
H0103	H1481	no
H0103	H1482	no
H0103	H1484	no
H0103	H1616	no
H0103	H1624	no
H0103	H1625	no
H0103	H1626	no
H0103	H1641	no
H0103	H1642	no
H0103	H4032	no
H0103	H4033	no
H0103	H4034	no
H0103	H4048	no
H0103	H4460	no
H0113	H0136	yes
H0113	H0138	no
H0113	H0310	no
H0113	H2355	no
H0117	H0142	no
H0117	H0145	no
H0117	H0155	no
H0119	H0120	no
H0119	H0122	unsure
H0119	H0124	no
H0119	H0125	yes
H0119	H0127	no
H0119	H0132	yes
H0119	H3925	no
H0119	H3928	no
H0120	H0122	no
H0120	H0124	no
H0120	H0125	no
H0120	H0127	no
H0120	H0132	no
H0120	H3925	no
H0120	H3928	no
H0122	H0124	no
H0122	H0125	yes
H0122	H0127	no
H0122	H0132	yes
H0122	H3925	no
H0122	H3928	no
H0123	H1818	no
H0123	H2556	no
H0123	H4272	no
H0124	H0125	yes
H0124	H0127	no
H0124	H0132	yes
H0124	H3925	no
H0124	H3928	no
H0125	H0127	no
H0125	H0132	yes
H0125	H3925	no
H0125	H3928	no
H0126	H1747	no
H0126	H1818	no
H0126	H1819	no
H0126	H1820	no
H0126	H1824	no
H0126	H1826	no
H0126	H2053	no
H0126	H3513	no
H0126	H3514	no
H0126	H3515	no
H0126	H3519	no
H0126	H3520	no
H0126	H3667	no
H0126	H8388	no
H0126	H8389	no
H0127	H0132	no
H0127	H1747	no
H0127	H1818	no
H0127	H1819	no
H0127	H1820	no
H0127	H1824	no
H0127	H1826	no
H0127	H2053	no
H0127	H3513	no
H0127	H3514	no
H0127	H3515	no
H0127	H3519	no
H0127	H3520	no
H0127	H3667	no
H0127	H3925	no
H0127	H3928	no
H0127	H8388	no
H0127	H8389	no
H0128	H1747	no
H0128	H1818	no
H0128	H1819	no
H0128	H1820	no
H0128	H1824	no
H0128	H1826	no
H0128	H2053	no
H0128	H3513	no
H0128	H3514	no
H0128	H3515	no
H0128	H3519	no
H0128	H3520	no
H0128	H3667	no
H0128	H8388	no
H0128	H8389	no
H0132	H3925	no
H0132	H3928	no
H0134	H0136	no
H0134	H0138	no
H0134	H0310	no
H0134	H2355	no
H0136	H0138	no
H0136	H0310	no
H0136	H2355	no
H0138	H0310	no
H0138	H2355	no
H0142	H0145	no
H0142	H0155	no
H0145	H0155	yes
H0157	H0159	yes
H0157	H0253	no
H0157	H0258	no
H0157	H0259	no
H0157	H1808	no
H0157	H1817	no
H0157	H1980	no
H0157	H2302	no
H0157	H2306	no
H0157	H3051	no
H0157	H3161	no
H0157	H3922	no
H0162	H1929	yes
H0166	H0167	no
H0166	H0168	no
H0166	H0174	no
H0166	H1314	no
H0166	H1947	no
H0166	H1948	no
H0166	H1966	unsure
H0166	H1974	no
H0166	H1985	no
H0166	H3925	no
H0166	H3928	no
H0166	H4110	no
H0166	H8416	no
H0166	H8417	no
H0166	H8552	no
H0166	H8604	no
H0166	H8605	no
H0167	H0168	no
H0167	H0174	no
H0167	H1314	no
H0167	H1984	no
H0167	H1985	no
H0168	H0174	no
H0168	H1314	no
H0168	H1984	no
H0168	H1985	no
H0168	H8380	no
H0168	H8382	no
H0174	H1314	yes
H0174	H1984	no
H0174	H1985	no
H0180	H0195	no
H0180	H0196	no
H0180	H0536	no
H0180	H0537	no
H0180	H0944	no
H0180	H0945	no
H0180	H2981	no
H0180	H2986	no
H0180	H2988	yes
H0180	H2990	no
H0180	H3104	no
H0180	H3925	no
H0180	H3928	no
H0180	H5126	no
H0180	H8388	no
H0180	H8389	no
H0181	H0182	no
H0183	H1346	no
H0183	H3289	no
H0183	H3381	no
H0183	H3382	no
H0183	H3925	no
H0183	H3928	no
H0183	H3970	yes
H0183	H4156	no
H0183	H4998	no
H0183	H5000	no
H0183	H6098	no
H0183	H6963	no
H0183	H8127	no
H0183	H8128	no
H0183	H8129	no
H0183	H8150	no
H0183	H8376	no
H0183	H8378	yes
H0183	H8379	no
H0183	H8427	no
H0184	H3289	no
H0184	H4156	no
H0184	H6098	no
H0184	H6963	no
H0184	H8127	no
H0184	H8128	no
H0184	H8129	no
H0184	H8150	no
H0185	H1346	no
H0185	H3289	no
H0185	H3381	no
H0185	H3382	no
H0185	H3820	no
H0185	H3821	no
H0185	H3823	no
H0185	H3824	no
H0185	H3970	yes
H0185	H4156	no
H0185	H4998	no
H0185	H5000	no
H0185	H6098	no
H0185	H6963	no
H0185	H8127	no
H0185	H8128	no
H0185	H8129	no
H0185	H8150	no
H0185	H8376	no
H0185	H8378	yes
H0185	H8379	no
H0185	H8427	no
H0188	H0190	yes
H0189	H1945	no
H0191	H0195	no
H0191	H0196	yes
H0191	H0200	yes
H0191	H5788	no
H0191	H8388	no
H0191	H8389	no
H0193	H0198	no
H0193	H0352	no
H0193	H0353	yes
H0193	H0354	no
H0193	H0355	no
H0193	H0364	no
H0193	H0365	no
H0193	H0410	no
H0193	H0436	no
H0193	H1121	no
H0193	H3815	no
H0193	H5788	no
H0194	H0195	no
H0194	H0352	no
H0194	H0408	no
H0194	H0411	no
H0194	H0413	no
H0194	H0421	no
H0194	H0422	no
H0194	H0423	no
H0194	H0428	no
H0194	H3925	no
H0194	H3928	no
H0194	H5921	no
H0195	H0200	no
H0195	H0352	no
H0195	H0408	no
H0195	H0411	no
H0195	H0413	no
H0195	H0421	no
H0195	H0422	no
H0195	H0423	no
H0195	H0428	no
H0195	H0536	no
H0195	H0537	no
H0195	H3105	yes
H0195	H5126	no
H0195	H5788	no
H0195	H5921	no
H0195	H8388	no
H0195	H8389	no
H0196	H0200	yes
H0196	H0536	no
H0196	H0537	no
H0196	H3105	no
H0196	H3925	no
H0196	H3928	no
H0196	H5126	no
H0196	H5788	no
H0196	H8388	no
H0196	H8389	no
H0198	H0352	no
H0198	H0353	no
H0198	H0354	no
H0198	H0355	no
H0198	H0361	no
H0198	H0364	no
H0198	H0365	no
H0198	H0410	no
H0198	H0436	no
H0198	H0481	no
H0198	H0482	no
H0198	H0483	no
H0198	H0488	no
H0198	H0490	no
H0198	H0491	no
H0198	H0492	no
H0198	H1121	no
H0198	H2146	no
H0198	H3045	no
H0198	H3046	no
H0198	H3047	no
H0198	H3815	no
H0198	H3925	no
H0198	H3928	no
H0198	H4725	no
H0198	H5126	no
H0198	H5788	no
H0198	H6381	no
H0198	H6382	no
H0198	H7389	no
H0200	H5788	no
H0200	H8388	no
H0200	H8389	no
H0202	H0205	no
H0202	H0207	no
H0202	H1126	no
H0202	H8383	no
H0204	H0577	no
H0204	H4994	no
H0204	H4995	no
H0205	H0207	no
H0205	H1126	no
H0205	H8383	no
H0207	H1126	no
H0207	H8383	no
H0210	H6337	unsure
H0210	H6338	no
H0210	H6339	no
H0212	H0655	no
H0212	H2651	no
H0212	H6323	no
H0214	H0686	no
H0214	H1254	no
H0214	H3335	no
H0214	H3336	no
H0214	H3337	no
H0214	H6869	no
H0214	H6887	no
H0215	H0216	yes
H0215	H0217	no
H0215	H0219	yes
H0215	H0410	no
H0215	H0413	no
H0215	H0738	no
H0215	H0739	no
H0215	H0740	no
H0215	H0741	no
H0215	H0779	no
H0215	H3815	no
H0215	H3925	no
H0215	H3928	no
H0215	H3974	yes
H0215	H3975	no
H0215	H5010	no
H0216	H0217	no
H0216	H0219	yes
H0216	H0723	no
H0216	H3974	yes
H0216	H5102	no
H0216	H5104	no
H0216	H5105	yes
H0217	H0219	yes
H0217	H0723	no
H0217	H3974	yes
H0217	H3975	no
H0219	H0723	no
H0219	H3974	yes
H0219	H3975	no
H0225	H0226	no
H0225	H4159	no
H0226	H3315	no
H0226	H4159	yes
H0227	H0233	yes
H0232	H0270	no
H0232	H2114	no
H0232	H2219	no
H0232	H2237	no
H0232	H2289	yes
H0232	H2290	yes
H0232	H3830	yes
H0232	H3831	yes
H0232	H3847	no
H0232	H4403	yes
H0232	H8516	yes
H0232	H6466	no
H0232	H6467	no
H0234	H0572	no
H0234	H2142	no
H0234	H2143	yes
H0234	H2145	no
H0234	H2146	yes
H0234	H4837	no
H0234	H5126	no
H0234	H7389	no
H0235	H2053	no
H0235	H2151	no
H0235	H5795	no
H0235	H5799	no
H0235	H5810	no
H0235	H5811	no
H0235	H8388	no
H0235	H8389	no
H0236	H2053	no
H0236	H2151	no
H0236	H5795	no
H0236	H5799	no
H0236	H5810	no
H0236	H5811	no
H0236	H8388	no
H0236	H8389	no
H0237	H2053	no
H0237	H2151	no
H0237	H5795	no
H0237	H5799	unsure
H0237	H5810	no
H0237	H5811	no
H0237	H8388	no
H0237	H8389	no
H0238	H0241	unsure
H0238	H0244	no
H0238	H3976	no
H0241	H0244	unsure
H0241	H3976	no
H0244	H3976	no
H0247	H0270	unsure
H0247	H2114	no
H0247	H2219	no
H0247	H2237	no
H0247	H2289	unsure
H0247	H2290	yes
H0247	H3830	unsure
H0247	H3831	no
H0247	H3847	no
H0247	H4403	no
H0247	H6466	no
H0247	H6467	no
H0247	H8516	no
H0251	H0253	no
H0251	H0254	no
H0251	H0259	no
H0251	H0260	no
H0251	H0269	yes
H0251	H0277	no
H0251	H0278	no
H0251	H0283	no
H0251	H0571	no
H0251	H0585	no
H0251	H1889	no
H0251	H5126	no
H0253	H0254	no
H0253	H0258	no
H0253	H0571	no
H0253	H0585	no
H0253	H1808	no
H0253	H1817	no
H0253	H1889	unsure
H0253	H2302	no
H0253	H2306	no
H0253	H3161	no
H0253	H5126	no
H0254	H0259	no
H0254	H0571	no
H0254	H0585	no
H0254	H1889	no
H0254	H5126	no
H0258	H0259	no
H0258	H1808	no
H0258	H1817	no
H0258	H2300	no
H0258	H3162	no
H0258	H3163	no
H0258	H3173	no
H0259	H0571	no
H0259	H0585	no
H0259	H1817	no
H0259	H1889	no
H0259	H2302	no
H0259	H2306	no
H0259	H3161	no
H0259	H3925	no
H0259	H3928	no
H0259	H4932	no
H0259	H8127	no
H0259	H8128	no
H0259	H8129	no
H0259	H8132	no
H0259	H8136	no
H0259	H8138	no
H0259	H8141	no
H0259	H8144	no
H0259	H8145	no
H0259	H8147	no
H0259	H8388	no
H0259	H8389	no
H0260	H0269	no
H0260	H0277	no
H0260	H0278	no
H0260	H0283	no
H0268	H0309	no
H0268	H0310	yes
H0268	H0312	no
H0268	H0314	no
H0268	H0317	no
H0268	H0319	no
H0268	H0320	no
H0268	H0322	yes
H0268	H0651	no
H0268	H0652	no
H0268	H3925	no
H0268	H3928	no
H0268	H4117	no
H0268	H4480	no
H0268	H5307	no
H0268	H6437	yes
H0268	H6440	yes
H0268	H6441	no
H0268	H8388	no
H0268	H8389	no
H0269	H0277	no
H0269	H0278	no
H0269	H0283	no
H0270	H0272	yes
H0270	H2289	no
H0270	H2290	no
H0270	H3830	no
H0270	H3831	no
H0270	H3847	no
H0270	H4403	no
H0270	H6466	no
H0270	H6467	no
H0270	H8516	no
H0277	H0278	yes
H0277	H0283	yes
H0278	H0283	yes
H0305	H2053	no
H0305	H2471	no
H0305	H2481	no
H0305	H2483	no
H0305	H2490	no
H0305	H5126	no
H0305	H8463	no
H0309	H0310	no
H0309	H0312	no
H0309	H0314	no
H0309	H0317	no
H0309	H0319	no
H0309	H0320	no
H0309	H0322	no
H0309	H4117	no
H0310	H0312	unsure
H0310	H0314	unsure
H0310	H0317	unsure
H0310	H0319	unsure
H0310	H0320	unsure
H0310	H0322	no
H0310	H2355	no
H0310	H3596	no
H0310	H3605	no
H0310	H3606	no
H0310	H4117	no
H0312	H0314	no
H0312	H0317	yes
H0312	H0319	no
H0312	H0320	no
H0312	H0322	no
H0312	H4117	no
H0314	H0317	no
H0314	H0319	yes
H0314	H0320	yes
H0314	H0322	no
H0314	H4117	no
H0317	H0319	no
H0317	H0320	no
H0317	H0322	no
H0317	H4117	no
H0319	H0320	yes
H0319	H0322	no
H0319	H4117	no
H0319	H5771	no
H0319	H6117	no
H0319	H6118	yes
H0319	H6119	no
H0319	H6121	no
H0319	H6971	no
H0320	H0322	no
H0320	H4117	no
H0322	H4117	no
H0328	H3925	no
H0328	H3928	no
H0328	H5186	no
H0330	H0529	no
H0330	H2220	no
H0330	H2232	no
H0330	H2233	no
H0330	H2234	no
H0330	H2235	no
H0330	H3928	no
H0330	H4218	no
H0330	H5126	no
H0330	H8034	no
H0330	H8035	no
H0330	H8036	no
H0331	H8259	no
H0331	H8260	no
H0332	H0333	no
H0332	H0776	no
H0332	H2254	no
H0332	H2256	no
H0332	H2258	no
H0332	H2260	no
H0332	H5276	no
H0332	H5277	no
H0332	H5278	no
H0332	H8034	no
H0332	H8035	no
H0332	H8036	no
H0332	H8388	no
H0332	H8389	no
H0332	H8458	no
H0333	H0334	no
H0333	H0776	no
H0333	H2254	no
H0333	H2256	no
H0333	H2258	no
H0333	H2260	no
H0333	H5276	no
H0333	H5277	no
H0333	H5278	no
H0333	H8034	no
H0333	H8035	no
H0333	H8036	no
H0333	H8388	no
H0333	H8389	no
H0333	H8458	no
H0334	H0776	no
H0334	H2254	no
H0334	H2256	no
H0334	H2258	no
H0334	H2260	no
H0334	H5276	no
H0334	H5277	no
H0334	H5278	no
H0334	H8034	no
H0334	H8035	no
H0334	H8036	no
H0334	H8388	no
H0334	H8389	no
H0334	H8458	no
H0335	H0336	no
H0335	H0338	no
H0335	H0339	no
H0335	H0344	no
H0335	H0345	no
H0335	H0346	yes
H0335	H0350	no
H0335	H0374	no
H0335	H3709	no
H0335	H3710	no
H0335	H5126	no
H0336	H0338	no
H0336	H0339	no
H0336	H0344	no
H0336	H0345	no
H0336	H0346	no
H0336	H0350	no
H0336	H0374	no
H0336	H3709	no
H0336	H3710	no
H0336	H5126	no
H0338	H0344	no
H0338	H0345	no
H0338	H0346	no
H0338	H0350	no
H0338	H0375	no
H0338	H0645	no
H0338	H3541	no
H0338	H3602	no
H0338	H5126	no
H0338	H6311	no
H0339	H0344	no
H0339	H0345	no
H0339	H0346	no
H0339	H0350	no
H0339	H0375	no
H0339	H0645	no
H0339	H3541	no
H0339	H3602	no
H0339	H5126	no
H0339	H6311	no
H0340	H0341	yes
H0340	H0342	yes
H0340	H3925	no
H0340	H3928	no
H0341	H0342	yes
H0341	H3925	no
H0341	H3928	no
H0342	H3925	no
H0342	H3928	no
H0343	H0369	no
H0344	H0345	no
H0344	H0346	no
H0344	H0350	no
H0344	H0374	no
H0344	H3709	no
H0344	H3710	no
H0344	H5126	no
H0345	H0346	no
H0345	H0350	no
H0345	H0374	no
H0345	H3709	no
H0345	H3710	no
H0345	H5126	no
H0346	H0350	no
H0346	H0374	no
H0346	H0386	no
H0346	H0387	no
H0346	H0388	no
H0346	H3709	no
H0346	H3710	no
H0346	H5126	no
H0349	H0351	yes
H0349	H3709	no
H0349	H3710	no
H0350	H0374	no
H0350	H3709	no
H0350	H3710	no
H0350	H5126	no
H0351	H3709	no
H0351	H3710	no
H0352	H0353	unsure
H0352	H0354	no
H0352	H0355	no
H0352	H0364	no
H0352	H0365	no
H0352	H0408	no
H0352	H0410	no
H0352	H0411	no
H0352	H0413	no
H0352	H0421	no
H0352	H0422	no
H0352	H0423	no
H0352	H0428	no
H0352	H0436	no
H0352	H1121	no
H0352	H3815	no
H0352	H3925	no
H0352	H3928	no
H0352	H5788	no
H0352	H5921	no
H0353	H0354	no
H0353	H0355	no
H0353	H0364	no
H0353	H0365	no
H0353	H0410	no
H0353	H0436	no
H0353	H1121	no
H0353	H3815	no
H0353	H5788	no
H0354	H0355	yes
H0354	H0364	no
H0354	H0365	yes
H0354	H0410	no
H0354	H0436	no
H0354	H1121	no
H0354	H3815	no
H0354	H5788	no
H0355	H0364	no
H0355	H0365	yes
H0355	H0410	no
H0355	H0436	no
H0355	H1121	no
H0355	H3815	no
H0355	H5788	no
H0361	H0481	no
H0361	H0482	no
H0361	H0483	no
H0361	H0488	no
H0361	H0490	no
H0361	H0491	no
H0361	H0492	no
H0361	H2146	no
H0361	H3045	no
H0361	H3046	no
H0361	H3047	no
H0361	H3925	no
H0361	H3928	no
H0361	H4725	no
H0361	H5126	no
H0361	H6381	no
H0361	H6382	no
H0361	H7389	no
H0364	H0365	no
H0364	H0410	no
H0364	H0436	no
H0364	H1121	no
H0364	H3815	no
H0364	H5788	no
H0365	H0410	no
H0365	H0436	no
H0365	H1121	no
H0365	H3815	no
H0365	H5788	no
H0366	H0367	yes
H0367	H1434	no
H0367	H4198	no
H0367	H4199	no
H0367	H5687	no
H0367	H5688	no
H0367	H6121	no
H0367	H8388	no
H0367	H8389	no
H0369	H0584	no
H0369	H2490	no
H0369	H2580	no
H0369	H2581	no
H0369	H2588	no
H0369	H2589	no
H0369	H2594	no
H0369	H2600	unsure
H0369	H2603	no
H0369	H2607	no
H0369	H3509	no
H0369	H3808	unsure
H0369	H4160	no
H0369	H4671	no
H0369	H5105	no
H0369	H5126	no
H0369	H8466	no
H0369	H8467	no
H0369	H8469	no
H0374	H0375	no
H0374	H0645	no
H0374	H2222	no
H0374	H3302	no
H0374	H3303	no
H0374	H3304	no
H0374	H3709	no
H0374	H3710	no
H0374	H3925	no
H0374	H3928	no
H0374	H5126	no
H0374	H5429	yes
H0374	H5564	no
H0374	H6310	no
H0374	H6374	no
H0375	H0645	no
H0375	H2053	no
H0375	H6311	unsure
H0376	H0380	no
H0376	H0510	no
H0376	H0606	yes
H0376	H0786	no
H0376	H0809	no
H0376	H2053	no
H0376	H2149	no
H0376	H3372	no
H0376	H3373	no
H0376	H3374	no
H0376	H3576	no
H0376	H3577	no
H0376	H3820	no
H0376	H4172	no
H0376	H4585	no
H0376	H4617	no
H0376	H4618	no
H0376	H4725	no
H0376	H5386	no
H0376	H5715	no
H0376	H5750	no
H0376	H6030	no
H0376	H6031	no
H0376	H6035	no
H0376	H6038	no
H0376	H6039	no
H0376	H6040	no
H0376	H6041	no
H0376	H6045	no
H0376	H6054	no
H0376	H6437	no
H0376	H6965	no
H0376	H6967	no
H0376	H6968	no
H0376	H7054	no
H0376	H7200	no
H0376	H7389	no
H0376	H7677	no
H0376	H7722	no
H0376	H8617	no
H0377	H0784	no
H0377	H0787	no
H0377	H0801	no
H0377	H2088	no
H0377	H2090	no
H0377	H6703	no
H0377	H6706	no
H0377	H6707	no
H0377	H8388	no
H0377	H8389	no
H0380	H0550	no
H0380	H0605	no
H0380	H0606	no
H0380	H0784	no
H0380	H0786	no
H0380	H0787	no
H0380	H0802	no
H0380	H1272	no
H0380	H1281	no
H0380	H5153	no
H0380	H5154	no
H0380	H5172	no
H0380	H5173	no
H0380	H5175	no
H0380	H5178	no
H0380	H5180	no
H0380	H5750	no
H0380	H7677	no
H0380	H8297	no
H0380	H8298	no
H0386	H1055	no
H0386	H1098	no
H0386	H1101	no
H0386	H1964	no
H0386	H1965	no
H0386	H2053	no
H0386	H2308	no
H0386	H2427	no
H0386	H3176	no
H0386	H3925	no
H0386	H3928	no
H0386	H8397	no
H0386	H8431	no
H0386	H8557	no
H0387	H1098	no
H0387	H1101	no
H0387	H2053	no
H0387	H2308	no
H0387	H2427	no
H0387	H3176	no
H0387	H3925	no
H0387	H3928	no
H0387	H8397	no
H0387	H8431	no
H0387	H8557	no
H0388	H1098	no
H0388	H1101	no
H0388	H2053	no
H0388	H2308	no
H0388	H2427	no
H0388	H3176	no
H0388	H3925	no
H0388	H3928	no
H0388	H8397	no
H0388	H8431	no
H0388	H8557	no
H0391	H1704	no
H0391	H3576	no
H0391	H3577	yes
H0392	H4771	no
H0392	H7280	no
H0392	H7281	no
H0392	H7282	no
H0393	H0394	yes
H0398	H0400	no
H0398	H3980	no
H0398	H4361	no
H0398	H4803	no
H0400	H3980	yes
H0400	H4361	yes
H0404	H0405	no
H0404	H3709	no
H0404	H3711	no
H0404	H3712	no
H0405	H3709	no
H0405	H3711	no
H0405	H3712	no
H0405	H3721	no
H0406	H3733	no
H0406	H3755	no
H0408	H0411	no
H0408	H0421	no
H0408	H0422	no
H0408	H0423	no
H0408	H0428	no
H0408	H0510	no
H0408	H3815	no
H0408	H5126	no
H0408	H5920	no
H0408	H5923	no
H0410	H0436	no
H0410	H0723	no
H0410	H0738	no
H0410	H0739	no
H0410	H0740	no
H0410	H0741	no
H0410	H1121	no
H0410	H1497	no
H0410	H2053	no
H0410	H3027	no
H0410	H3028	no
H0410	H3035	no
H0410	H3709	no
H0410	H3710	no
H0410	H3925	no
H0410	H3928	no
H0410	H4608	no
H0410	H4609	no
H0410	H4743	no
H0410	H5788	no
H0410	H5920	no
H0410	H5921	no
H0410	H5923	no
H0410	H5927	no
H0410	H5929	no
H0410	H5930	no
H0410	H5944	no
H0410	H5945	no
H0410	H5946	no
H0410	H6466	no
H0410	H6467	no
H0410	H8388	no
H0410	H8389	no
H0410	H8585	no
H0411	H0413	no
H0411	H0421	no
H0411	H0422	no
H0411	H0423	no
H0411	H0428	yes
H0411	H3925	no
H0411	H3928	no
H0411	H5921	no
H0413	H0421	no
H0413	H0422	no
H0413	H0423	no
H0413	H0428	no
H0413	H0510	no
H0413	H0723	no
H0413	H0738	no
H0413	H0739	no
H0413	H0740	no
H0413	H0741	no
H0413	H0852	no
H0413	H0855	no
H0413	H1497	no
H0413	H2053	no
H0413	H3027	no
H0413	H3028	no
H0413	H3035	no
H0413	H3709	no
H0413	H3710	no
H0413	H4185	no
H0413	H4608	no
H0413	H4609	no
H0413	H4743	no
H0413	H5126	no
H0413	H5927	no
H0413	H5929	no
H0413	H5930	no
H0413	H5944	no
H0413	H5945	no
H0413	H5946	no
H0413	H6466	no
H0413	H6467	no
H0413	H8388	no
H0413	H8389	no
H0413	H8585	no
H0421	H0422	no
H0421	H0423	no
H0421	H0428	no
H0421	H3925	no
H0421	H3928	no
H0421	H5921	no
H0422	H0423	yes
H0422	H0428	no
H0422	H3543	no
H0422	H3544	no
H0422	H3545	no
H0422	H3925	no
H0422	H3928	no
H0422	H5061	no
H0422	H5921	no
H0422	H8388	no
H0422	H8389	no
H0423	H0428	no
H0423	H3925	no
H0423	H3928	no
H0423	H5921	no
H0428	H3925	no
H0428	H3928	no
H0428	H5921	no
H0430	H0433	yes
H0430	H3709	no
H0430	H3710	no
H0430	H4397	no
H0430	H4399	no
H0436	H1121	no
H0436	H3815	no
H0436	H5788	no
H0439	H1058	no
H0439	H1059	no
H0439	H1065	no
H0439	H1140	no
H0439	H1141	no
H0439	H5033	no
H0441	H0502	no
H0441	H0503	no
H0441	H0504	no
H0441	H0505	no
H0441	H2048	no
H0441	H2053	no
H0441	H3709	no
H0441	H3710	no
H0441	H6762	no
H0457	H0480	no
H0457	H3215	no
H0457	H3448	no
H0460	H1897	no
H0460	H1898	no
H0460	H1899	no
H0460	H5969	no
H0460	H7779	no
H0460	H8192	no
H0460	H8193	no
H0460	H8205	no
H0460	H8206	no
H0460	H8207	no
H0480	H3215	unsure
H0480	H3448	no
H0481	H0482	unsure
H0481	H0483	yes
H0481	H0488	no
H0481	H0490	no
H0481	H0491	no
H0481	H0492	no
H0481	H2146	no
H0481	H3045	no
H0481	H3046	no
H0481	H3047	no
H0481	H3925	no
H0481	H3928	no
H0481	H4725	no
H0481	H5126	no
H0481	H6381	no
H0481	H6382	no
H0481	H7389	no
H0482	H0483	yes
H0482	H0488	no
H0482	H0490	no
H0482	H0491	no
H0482	H0492	no
H0482	H2146	no
H0482	H3045	no
H0482	H3046	no
H0482	H3047	no
H0482	H3925	no
H0482	H3928	no
H0482	H4725	no
H0482	H5126	no
H0482	H6381	no
H0482	H6382	no
H0482	H7389	no
H0483	H0488	no
H0483	H0490	no
H0483	H0491	no
H0483	H0492	no
H0483	H2146	no
H0483	H3045	no
H0483	H3046	no
H0483	H3047	no
H0483	H3925	no
H0483	H3928	no
H0483	H4725	no
H0483	H5126	no
H0483	H6381	no
H0483	H6382	no
H0483	H7389	no
H0488	H0490	yes
H0488	H0491	yes
H0488	H0492	no
H0488	H2146	no
H0488	H3045	no
H0488	H3046	no
H0488	H3047	no
H0488	H3925	no
H0488	H3928	no
H0488	H4725	no
H0488	H5126	no
H0488	H6381	no
H0488	H6382	no
H0488	H7389	no
H0490	H0491	yes
H0490	H0492	no
H0490	H2146	no
H0490	H3045	no
H0490	H3046	no
H0490	H3047	no
H0490	H3925	no
H0490	H3928	no
H0490	H4725	no
H0490	H5126	no
H0490	H6381	no
H0490	H6382	no
H0490	H7389	no
H0491	H0492	no
H0491	H2146	no
H0491	H3045	no
H0491	H3046	no
H0491	H3047	no
H0491	H3925	no
H0491	H3928	no
H0491	H4725	no
H0491	H5126	no
H0491	H6381	no
H0491	H6382	no
H0491	H7389	yes
H0492	H2146	no
H0492	H3045	no
H0492	H3046	no
H0492	H3047	no
H0492	H3925	no
H0492	H3928	no
H0492	H4725	no
H0492	H5126	no
H0492	H6381	no
H0492	H6382	no
H0492	H7389	no
H0502	H0503	no
H0502	H0504	no
H0502	H0505	no
H0502	H2048	no
H0502	H2053	no
H0502	H3709	no
H0502	H3710	no
H0502	H6762	no
H0503	H0504	no
H0503	H0505	no
H0503	H2048	no
H0503	H2053	no
H0503	H3709	no
H0503	H3710	no
H0503	H6762	no
H0504	H0505	no
H0504	H2048	no
H0504	H3709	no
H0504	H3710	no
H0504	H6629	yes
H0504	H6762	no
H0504	H6792	yes
H0505	H0827	no
H0505	H0830	no
H0505	H2048	no
H0505	H3709	no
H0505	H3710	no
H0505	H3925	no
H0505	H3928	no
H0505	H6762	no
H0505	H7227	unsure
H0505	H7228	no
H0505	H7230	no
H0505	H7231	no
H0505	H7232	no
H0505	H7233	yes
H0505	H7238	no
H0505	H7239	yes
H0505	H7240	yes
H0505	H7311	no
H0505	H7389	no
H0505	H7604	no
H0505	H7605	no
H0505	H7607	no
H0505	H7608	no
H0505	H7609	no
H0505	H7725	no
H0510	H3815	no
H0510	H3820	no
H0510	H3925	no
H0510	H3928	no
H0510	H4725	no
H0510	H5126	no
H0510	H5920	no
H0510	H5921	no
H0510	H5923	no
H0510	H6965	no
H0510	H6967	no
H0510	H6968	no
H0510	H7054	no
H0510	H8388	no
H0510	H8389	no
H0510	H8617	no
H0511	H6969	no
H0511	H7015	no
H0517	H0518	no
H0517	H0520	no
H0517	H0532	no
H0517	H0538	no
H0517	H0571	no
H0517	H0859	no
H0517	H2005	no
H0517	H2007	no
H0517	H2008	no
