# semantic field per MACULA lexeme (high+prior tiers, homograph-precise); CC0
strong	lexeme	lexeme_gloss	neighbor_strong	neighbor_lexeme	neighbor_gloss	relation	confidence	score
H0157	hbo:0157#2	one].whom.it.loves	H0158	hbo:0158	loves	similar	prior	0.5
H0157	hbo:0157#_nosense		H8130	hbo:8130#_nosense		antonym	recall	0.77
H0157	hbo:0157#_nosense		H7521	hbo:7521#_nosense		similar	prior	0.5
H0157	hbo:0157#_nosense		H7521	hbo:7521#1	it.will.be.accepted	similar	prior	0.5
H0157	hbo:0157#_nosense		H7521	hbo:7521a#1	it.will.accept	similar	prior	0.5
H0157	hbo:0157#_nosense		H7463	hbo:7463#1	the.friend	similar	prior	0.5
H0157	hbo:0157#_nosense		H0158	hbo:0158	loves	similar	prior	0.5
H0159	hbo:0159	love(s)	H0157	hbo:0157#1	love	similar	prior	0.5
H0159	hbo:0159	love(s)	H0157	hbo:0157#_nosense		similar	prior	0.5
H0159	hbo:0159	love(s)	H0157	hbo:0157#2	one].whom.it.loves	similar	prior	0.5
H0159	hbo:0159	love(s)	H0160	hbo:0160#1	love	similar	prior	0.5
H0159	hbo:0159	love(s)	H0158	hbo:0158	loves	similar	prior	0.5
H0160	hbo:0160#1	love	H0157	hbo:0157#1	love	similar	high	1.0
H0160	hbo:0160#1	love	H0157	hbo:0157#_nosense		similar	high	0.896
H0160	hbo:0160#1	love	H8135	hbo:8135#1	hatred	antonym	recall	0.657
H0160	hbo:0160#1	love	H2617	hbo:2617#1	loyalty	similar	high	0.56
H0160	hbo:0160#1	love	H1730	hbo:1730#1	lover	similar	prior	0.5
H0160	hbo:0160#1	love	H2836	hbo:2836#1	he.loved	similar	prior	0.5
H0160	hbo:0160#1	love	H2617	hbo:2617#_nosense		similar	prior	0.5
H0160	hbo:0160#1	love	H2617	hbo:2617#2	favor	similar	prior	0.5
H0160	hbo:0160#1	love	H0157	hbo:0157#2	one].whom.it.loves	similar	prior	0.5
H0160	hbo:0160#1	love	H0158	hbo:0158	loves	similar	prior	0.5
H0167	hbo:0167#1	he.moved.tent	H0168	hbo:0168#_nosense		similar	high	0.566
H0167	hbo:0167#1	he.moved.tent	H5265	hbo:5265#_nosense		similar	prior	0.5
H0167	hbo:0167#1	he.moved.tent	H5265	hbo:5265#1	they.set.out	similar	prior	0.5
H0167	hbo:0167#1	he.moved.tent	H5265	hbo:5265#2	[was].marching	similar	prior	0.5
H0167	hbo:0167#1	he.moved.tent	H5265	hbo:5265#3	[are].about.to.set.out	similar	prior	0.5
H0167	hbo:0167#1	he.moved.tent	H0168	hbo:0168#1	the.tent	similar	prior	0.5
H0168	hbo:0168#1	the.tent	H4908	hbo:4908#1	tabernacle	similar	high	1.0
H0168	hbo:0168#1	the.tent	H3407	hbo:3407#1	curtains	similar	prior	0.5
H0168	hbo:0168#1	the.tent	H1004	hbo:1004#1	the.house	similar	prior	0.5
H0168	hbo:0168#1	the.tent	H1004	hbo:1004#_nosense		similar	prior	0.5
H0168	hbo:0168#1	the.tent	H1004	hbo:1004a#1	between	similar	prior	0.5
H0168	hbo:0168#1	the.tent	H1004	hbo:1004#2	O.house	similar	prior	0.5
H0168	hbo:0168#1	the.tent	H4583	hbo:4583#1	a.habitation	similar	prior	0.5
H0168	hbo:0168#_nosense		H3407	hbo:3407#1	curtains	similar	prior	0.5
H0168	hbo:0168#_nosense		H1004	hbo:1004#1	the.house	similar	prior	0.5
H0168	hbo:0168#_nosense		H1004	hbo:1004#_nosense		similar	prior	0.5
H0168	hbo:0168#_nosense		H1004	hbo:1004a#1	between	similar	prior	0.5
H0168	hbo:0168#_nosense		H1004	hbo:1004#2	O.house	similar	prior	0.5
H0168	hbo:0168#_nosense		H4583	hbo:4583#1	a.habitation	similar	prior	0.5
H0174	hbo:0174#1	aloes	H4753	hbo:4753#1	myrrh	similar	high	0.949
H0174	hbo:0174#1	aloes	H7076	hbo:7076#1	cinnamon	similar	high	0.883
H0174	hbo:0174#1	aloes	H1314	hbo:1314#1	spices	similar	high	0.625
H0174	hbo:0174#1	aloes	H6916	hbo:6916	cassia	similar	prior	0.5
H0178	hbo:0178#1	necromancers	H3049	hbo:3049#1	soothsayers	similar	high	1.0
H0178	hbo:0178#1	necromancers	H6049	hbo:6049#1	soothsayers	similar	high	0.692
H0178	hbo:0178#1	necromancers	H7081	hbo:7081#1	divination	similar	prior	0.5
H0178	hbo:0178#2	of.necromancy	H3049	hbo:3049#1	soothsayers	similar	high	0.539
H0178	hbo:0178#2	of.necromancy	H7081	hbo:7081#1	divination	similar	prior	0.5
H0182	hbo:0182#1	the.causes	H1697	hbo:1697#1	the.word	similar	high	0.673
H0182	hbo:0182#1	the.causes	H1697	hbo:1697#_nosense		similar	prior	0.5
H0182	hbo:0182#1	the.causes	H0108	hbo:0108	water	similar	prior	0.5
H0182	hbo:0182#1	the.causes	H0181	hbo:0181#1	a.piece.of.firewood	similar	prior	0.5
H0183	hbo:0183#1	it.will.desire	H8378	hbo:8378#1	[the].desire	similar	high	0.914
H0183	hbo:0183#1	it.will.desire	H2530	hbo:2530#1	desirable	similar	high	0.71
H0183	hbo:0183#1	it.will.desire	H3700	hbo:3700#1	greatly.(long)	similar	high	0.64
H0183	hbo:0183#2	it.craves	H8378	hbo:8378#1	[the].desire	similar	high	0.783
H0185	hbo:0185#1	the.desire	H0183	hbo:0183#1	it.will.desire	similar	high	0.739
H0185	hbo:0185#1	the.desire	H5315	hbo:5315#_nosense		similar	high	0.644
H0185	hbo:0185#1	the.desire	H5315	hbo:5315#1	self	similar	high	0.624
H0185	hbo:0185#1	the.desire	H0183	hbo:0183#_nosense		similar	prior	0.5
H0185	hbo:0185#1	the.desire	H0183	hbo:0183#2	it.craves	similar	prior	0.5
H0185	hbo:0185#1	the.desire	H2530	hbo:2530#1	desirable	similar	prior	0.5
H0185	hbo:0185#1	the.desire	H8378	hbo:8378#1	[the].desire	similar	prior	0.5
H0185	hbo:0185#1	the.desire	H3970	hbo:3970	[the].desires	similar	prior	0.5
H0191	hbo:0191#1	a.fool	H0200	hbo:0200#1	foolishness	similar	high	0.993
H0191	hbo:0191#1	a.fool	H5530	hbo:5530#1	fool	similar	prior	0.5
H0191	hbo:0191#1	a.fool	H1198	hbo:1198#1	a.stupid.[person]	similar	prior	0.5
H0191	hbo:0191#1	a.fool	H6612	hbo:6612#_nosense		similar	prior	0.5
H0193	hbo:0193	body	H0352	hbo:0352#1	rams	similar	prior	0.5
H0193	hbo:0193	body	H0352	hbo:0352b#1	pillars	similar	prior	0.5
H0193	hbo:0193	body	H0352	hbo:0352a#1	oaks	similar	prior	0.5
H0193	hbo:0193	body	H0424	hbo:0424#1	terebinth	similar	prior	0.5
H0193	hbo:0193	body	H0355	hbo:0355#_nosense		similar	prior	0.5
H0193	hbo:0193	body	H0354	hbo:0354#1	deer	similar	prior	0.5
H0193	hbo:0193	body	H0361	hbo:0361#1	the.porch	similar	prior	0.5
H0196	hbo:0196	foolish	H0191	hbo:0191#1	a.fool	similar	prior	0.5
H0196	hbo:0196	foolish	H0200	hbo:0200#1	foolishness	similar	prior	0.5
H0200	hbo:0200#1	foolishness	H0191	hbo:0191#1	a.fool	similar	high	0.993
H0200	hbo:0200#1	foolishness	H5531	hbo:5531#1	folly	similar	high	0.829
H0200	hbo:0200#1	foolishness	H8394	hbo:8394#1	understanding	antonym	recall	0.57
H0205	hbo:0205#1	wickedness	H5999	hbo:5999#1	toil	similar	high	0.876
H0205	hbo:0205#1	wickedness	H7723	hbo:7723#1	worthlessness	similar	high	0.693
H0205	hbo:0205#1	wickedness	H8383	hbo:8383	toil(s)	similar	prior	0.5
H0212	hbo:0212#1	wheels	H1534	hbo:1534#1	wheel	similar	high	0.711
H0212	hbo:0212#1	wheels	H4818	hbo:4818#1	chariot	similar	high	0.686
H0212	hbo:0212#1	wheels	H1550	hbo:1550	[were].revolving	similar	prior	0.5
H0212	hbo:0212#1	wheels	H0655	hbo:0655	times	similar	prior	0.5
H0213	hbo:0213#1	[one.who].hastens	H4116	hbo:4116#_nosense		similar	prior	0.5
H0213	hbo:0213#1	[one.who].hastens	H2648	hbo:2648#_nosense		similar	prior	0.5
H0213	hbo:0213#1	[one.who].hastens	H6484	hbo:6484#1	he.urged	similar	prior	0.5
H0213	hbo:0213#1	[one.who].hastens	H1765	hbo:1765#1	hurried	similar	prior	0.5
H0214	hbo:0214#1	storehouses	H3957	hbo:3957#1	rooms	similar	prior	0.5
H0214	hbo:0214#1	storehouses	H0686	hbo:0686	they.have.stored.up	similar	prior	0.5
H0215	hbo:0215#1	make.shine	H0216	hbo:0216#1	light	similar	high	0.873
H0215	hbo:0215#1	make.shine	H2821	hbo:2821#3	it.will.be.dark	antonym	recall	0.542
H0215	hbo:0215#1	make.shine	H3975	hbo:3975	[the].nest	similar	prior	0.5
H0215	hbo:0215#1	make.shine	H0217	hbo:0217	fire	similar	prior	0.5
H0215	hbo:0215#2	they.brightened	H0216	hbo:0216#1	light	similar	high	0.711
H0215	hbo:0215#2	they.brightened	H3975	hbo:3975	[the].nest	similar	prior	0.5
H0215	hbo:0215#2	they.brightened	H0217	hbo:0217	fire	similar	prior	0.5
H0215	hbo:0215#2	they.brightened	H2821	hbo:2821#2	it.has.become.dark	antonym	recall	0.383
H0215	hbo:0215#2	they.brightened	H2821	hbo:2821#1	he.makes.dark	antonym	recall	0.38
H0215	hbo:0215#3	[they.are].setting.light.to	H3975	hbo:3975	[the].nest	similar	prior	0.5
H0215	hbo:0215#3	[they.are].setting.light.to	H0217	hbo:0217	fire	similar	prior	0.5
H0216	hbo:0216#1	light	H0215	hbo:0215#1	make.shine	similar	high	0.873
H0216	hbo:0216#1	light	H2822	hbo:2822#1	darkness	antonym	recall	0.77
H0216	hbo:0216#1	light	H5051	hbo:5051#1	brightness	similar	high	0.754
H0216	hbo:0216#1	light	H0653	hbo:0653#1	darkness	antonym	recall	0.605
H0216	hbo:0216#1	light	H0652	hbo:0652#1	gloom	antonym	recall	0.568
H0216	hbo:0216#1	light	H0215	hbo:0215#3	[they.are].setting.light.to	similar	prior	0.5
H0216	hbo:0216#1	light	H3940	hbo:3940#1	torches	similar	prior	0.5
H0216	hbo:0216#1	light	H7160	hbo:7160#1	it.shone	similar	prior	0.5
H0216	hbo:0216#1	light	H0219	hbo:0219a	herbs	similar	prior	0.5
H0216	hbo:0216#1	light	H0217	hbo:0217	fire	similar	prior	0.5
H0216	hbo:0216#1	light	H0224	hbo:0224	Urim	similar	prior	0.5
H0216	hbo:0216#1	light	H3975	hbo:3975	[the].nest	similar	prior	0.5
H0219	hbo:0219a	herbs	H3975	hbo:3975	[the].nest	similar	prior	0.5
H0219	hbo:0219a	herbs	H0217	hbo:0217	fire	similar	prior	0.5
H0219	hbo:0219a	herbs	H0215	hbo:0215#1	make.shine	similar	prior	0.5
H0219	hbo:0219a	herbs	H0215	hbo:0215#2	they.brightened	similar	prior	0.5
H0219	hbo:0219a	herbs	H0215	hbo:0215#3	[they.are].setting.light.to	similar	prior	0.5
H0220	hbo:0220	stalls	H0723	hbo:0723#1	stalls	similar	prior	0.5
H0220	hbo:0220	stalls	H0738	hbo:0738#1	lions	similar	prior	0.5
H0224	hbo:0224	Urim	H0217	hbo:0217	fire	similar	prior	0.5
H0224	hbo:0224	Urim	H3975	hbo:3975	[the].nest	similar	prior	0.5
H0224	hbo:0224	Urim	H0215	hbo:0215#1	make.shine	similar	prior	0.5
H0224	hbo:0224	Urim	H0215	hbo:0215#2	they.brightened	similar	prior	0.5
H0224	hbo:0224	Urim	H0215	hbo:0215#3	[they.are].setting.light.to	similar	prior	0.5
H0224	hbo:0224	Urim	H0219	hbo:0219a	herbs	similar	prior	0.5
H0226	hbo:0226#1	signs	H4159	hbo:4159#1	wonders	similar	high	0.913
H0226	hbo:0226#1	signs	H2903	hbo:2903#1	marks	similar	high	0.664
H0226	hbo:0226#1	signs	H1714	hbo:1714#1	the.standard	similar	prior	0.5
H0226	hbo:0226#1	signs	H0184	hbo:0184	you.will.crave	similar	prior	0.5
H0226	hbo:0226#1	signs	H0225	hbo:0225#1	we.will.agree	similar	prior	0.5
H0231	hbo:0231#1	hyssop	H8144	hbo:8144#1	of.scarlet	similar	high	0.781
H0231	hbo:0231#1	hyssop	H0730	hbo:0730#1	of.cedar(s)	similar	prior	0.5
H0232	hbo:0232#1	loincloth	H0247	hbo:0247#_nosense		similar	prior	0.5
H0234	hbo:0234#1	offering	H4503	hbo:4503#1	offering	similar	high	0.902
H0238	hbo:0238#1	give	H8085	hbo:8085#_nosense		similar	prior	0.5
H0238	hbo:0238#1	give	H8085	hbo:8085#3	cause	similar	prior	0.5
H0238	hbo:0238#1	give	H8085	hbo:8085#2	they.became.obedient	similar	prior	0.5
H0238	hbo:0238#1	give	H0240	hbo:0240	equipment	similar	prior	0.5
H0241	hbo:0241#1	ears	H8085	hbo:8085#1	hear	similar	high	0.831
H0241	hbo:0241#1	ears	H8085	hbo:8085#_nosense		similar	high	0.813
H0241	hbo:0241#1	ears	H8085	hbo:8085#2	they.became.obedient	similar	prior	0.5
H0241	hbo:0241#1	ears	H8571	hbo:8571#1	the.lobe	similar	prior	0.5
H0241	hbo:0241#1	ears	H5869	hbo:5869#1	eyes	similar	prior	0.5
H0241	hbo:0241#1	ears	H6310	hbo:6310#1	mouth	similar	prior	0.5
H0241	hbo:0241#1	ears	H0240	hbo:0240	equipment	similar	prior	0.5
H0241	hbo:0241#1	ears	H0238	hbo:0238#1	give	similar	prior	0.5
H0247	hbo:0247#1	gird.yourselves	H2296	hbo:2296#1	he.girded	similar	high	0.73
H0248	hbo:0248	an.arm	H2220	hbo:2220#1	arm	similar	prior	0.5
H0249	hbo:0249#1	native-born	H1616	hbo:1616#1	sojourner	antonym	recall	0.82
H0249	hbo:0249#1	native-born	H8453	hbo:8453#1	a.resident.alien	antonym	recall	0.587
H0249	hbo:0249#1	native-born	H3211	hbo:3211#1	those.born	similar	prior	0.5
H0249	hbo:0249#1	native-born	H3211	hbo:3211#2	one.born	similar	prior	0.5
H0249	hbo:0249#1	native-born	H2225	hbo:2225	your.dawn	similar	prior	0.5
H0249	hbo:0249#1	native-born	H2224	hbo:2224#1	it.rises	similar	prior	0.5
H0249	hbo:0249#1	native-born	H4217	hbo:4217#1	eastward	similar	prior	0.5
H0260	hbo:0260#1	reed[s]	H3734	hbo:3734#1	cor[s]	similar	prior	0.5
H0264	hbo:0264	brotherhood	H0266	hbo:0266#1	Ahohite	similar	prior	0.5
H0264	hbo:0264	brotherhood	H0251	hbo:0251#1	brother	similar	prior	0.5
H0264	hbo:0264	brotherhood	H0251	hbo:0251#_nosense		similar	prior	0.5
H0264	hbo:0264	brotherhood	H0269	hbo:0269#1	sister	similar	prior	0.5
H0268	hbo:0268#1	backwards	H0314	hbo:0314#1	latter	similar	prior	0.5
H0268	hbo:0268#1	backwards	H0314	hbo:0314#_nosense		similar	prior	0.5
H0268	hbo:0268#1	backwards	H0309	hbo:0309#1	delay	similar	prior	0.5
H0268	hbo:0268#1	backwards	H0319	hbo:0319#1	end	similar	prior	0.5
H0268	hbo:0268#1	backwards	H0312	hbo:0312#1	other	similar	prior	0.5
H0268	hbo:0268#2	behind	H0314	hbo:0314#1	latter	similar	prior	0.5
H0268	hbo:0268#2	behind	H0314	hbo:0314#_nosense		similar	prior	0.5
H0268	hbo:0268#2	behind	H0309	hbo:0309#1	delay	similar	prior	0.5
H0268	hbo:0268#2	behind	H0309	hbo:0309#2	he.delayed	similar	prior	0.5
H0268	hbo:0268#2	behind	H0319	hbo:0319#1	end	similar	prior	0.5
H0268	hbo:0268#2	behind	H0312	hbo:0312#1	other	similar	prior	0.5
H0268	hbo:0268#2	behind	H6440	hbo:6440#1	before	antonym	recall	0.378
H0269	hbo:0269#1	sister	H0251	hbo:0251#1	brother	similar	prior	0.5
H0269	hbo:0269#1	sister	H0251	hbo:0251#_nosense		similar	prior	0.5
H0269	hbo:0269#1	sister	H1733	hbo:1733	sister	similar	prior	0.5
H0270	hbo:0270#1	drawn	H2388	hbo:2388#_nosense		similar	high	0.858
H0270	hbo:0270#1	drawn	H2388	hbo:2388#1	be.strong	similar	high	0.822
H0270	hbo:0270#1	drawn	H8610	hbo:8610#_nosense		similar	high	0.788
H0270	hbo:0270#1	drawn	H8610	hbo:8610#1	he.seized	similar	high	0.779
H0270	hbo:0270#1	drawn	H3947	hbo:3947#_nosense		similar	high	0.753
H0272	hbo:0272#1	a.possession	H5159	hbo:5159#1	inheritance	similar	high	0.824
H0272	hbo:0272#1	a.possession	H4181	hbo:4181#1	a.possession	similar	prior	0.5
H0272	hbo:0272#1	a.possession	H0270	hbo:0270#1	drawn	similar	prior	0.5
H0272	hbo:0272#1	a.possession	H0270	hbo:0270#_nosense		similar	prior	0.5
H0272	hbo:0272#1	a.possession	H0270	hbo:0270#2	supports	similar	prior	0.5
H0309	hbo:0309#2	he.delayed	H4102	hbo:4102#1	delay	similar	high	0.487
H0312	hbo:0312#1	other	H0309	hbo:0309#1	delay	similar	prior	0.5
H0312	hbo:0312#1	other	H0309	hbo:0309#2	he.delayed	similar	prior	0.5
H0314	hbo:0314#1	latter	H7223	hbo:7223#1	first	antonym	recall	0.627
H0314	hbo:0314#1	latter	H0309	hbo:0309#1	delay	similar	prior	0.5
H0314	hbo:0314#1	latter	H0309	hbo:0309#2	he.delayed	similar	prior	0.5
H0314	hbo:0314#1	latter	H0312	hbo:0312#1	other	similar	prior	0.5
H0314	hbo:0314#_nosense		H0309	hbo:0309#1	delay	similar	prior	0.5
H0314	hbo:0314#_nosense		H0309	hbo:0309#2	he.delayed	similar	prior	0.5
H0314	hbo:0314#_nosense		H0312	hbo:0312#1	other	similar	prior	0.5
H0317	hbo:0317#1	another	H0312	hbo:0312#1	other	similar	prior	0.5
H0319	hbo:0319#1	end	H7093	hbo:7093#1	end	similar	high	0.639
H0319	hbo:0319#1	end	H0309	hbo:0309#1	delay	similar	prior	0.5
H0319	hbo:0319#1	end	H0309	hbo:0309#2	he.delayed	similar	prior	0.5
H0319	hbo:0319#1	end	H0312	hbo:0312#1	other	similar	prior	0.5
H0319	hbo:0319#1	end	H0314	hbo:0314#1	latter	similar	prior	0.5
H0319	hbo:0319#1	end	H0314	hbo:0314#_nosense		similar	prior	0.5
H0320	hbo:0320	the.end	H0317	hbo:0317#1	another	similar	prior	0.5
H0320	hbo:0320	the.end	H0321	hbo:0321#1	another	similar	prior	0.5
H0321	hbo:0321#1	another	H0312	hbo:0312#1	other	similar	prior	0.5
H0331	hbo:0331#1	closed	H5462	hbo:5462#1	he.will.shut.up	similar	prior	0.5
H0331	hbo:0331#1	closed	H5462	hbo:5462#_nosense		similar	prior	0.5
H0331	hbo:0331#1	closed	H0330	hbo:0330	linen	similar	prior	0.5
H0331	hbo:0331#2	[one.who].shuts	H5462	hbo:5462#1	he.will.shut.up	similar	prior	0.5
H0331	hbo:0331#2	[one.who].shuts	H5462	hbo:5462#_nosense		similar	prior	0.5
H0331	hbo:0331#2	[one.who].shuts	H0330	hbo:0330	linen	similar	prior	0.5
H0334	hbo:0334	impeded	H0332	hbo:0332	let.it.close	similar	prior	0.5
H0338	hbo:0338	hyenas	H0344	hbo:0344	kite	similar	prior	0.5
H0339	hbo:0339#1	islands	H0776	hbo:0776#1	the.land	similar	prior	0.5
H0339	hbo:0339#1	islands	H0776	hbo:0776#_nosense		similar	prior	0.5
H0339	hbo:0339#1	islands	H0776	hbo:0776#2	O.earth	similar	prior	0.5
H0339	hbo:0339#1	islands	H3220	hbo:3220#1	sea	similar	prior	0.5
H0339	hbo:0339#1	islands	H3220	hbo:3220#_nosense		similar	prior	0.5
H0339	hbo:0339#1	islands	H2348	hbo:2348#1	the.coast	similar	prior	0.5
H0339	hbo:0339#2	O.islands	H0776	hbo:0776#1	the.land	similar	prior	0.5
H0339	hbo:0339#2	O.islands	H0776	hbo:0776#_nosense		similar	prior	0.5
H0339	hbo:0339#2	O.islands	H0776	hbo:0776#2	O.earth	similar	prior	0.5
H0339	hbo:0339#2	O.islands	H3220	hbo:3220#1	sea	similar	prior	0.5
H0339	hbo:0339#2	O.islands	H3220	hbo:3220#_nosense		similar	prior	0.5
H0339	hbo:0339#2	O.islands	H2348	hbo:2348#1	the.coast	similar	prior	0.5
H0340	hbo:0340	I.will.be.an.enemy.to	H7852	hbo:7852#_nosense		similar	prior	0.5
H0340	hbo:0340	I.will.be.an.enemy.to	H0341	hbo:0341#1	enemies	similar	prior	0.5
H0341	hbo:0341#1	enemies	H6862	hbo:6862a#1	foes	similar	high	0.936
H0341	hbo:0341#1	enemies	H6887	hbo:6887a#1	foes	similar	high	0.828
H0341	hbo:0341#1	enemies	H6887	hbo:6887a#_nosense		similar	high	0.743
H0341	hbo:0341#1	enemies	H7854	hbo:7854#1	adversary	similar	prior	0.5
H0341	hbo:0341#1	enemies	H6887	hbo:6887#1	it.is.distress	similar	prior	0.5
H0341	hbo:0341#1	enemies	H6887	hbo:6887#3	locked.up	similar	prior	0.5
H0341	hbo:0341#1	enemies	H6887	hbo:6887#4	[who.is].in.labor	similar	prior	0.5
H0341	hbo:0341#1	enemies	H6887	hbo:6887#2	I.will.cause.distress	similar	prior	0.5
H0341	hbo:0341#1	enemies	H6887	hbo:6887a#2	the.harasser	similar	prior	0.5
H0342	hbo:0342#1	enmity	H8135	hbo:8135#1	hatred	similar	high	0.596
H0342	hbo:0342#1	enmity	H4895	hbo:4895	animosity	similar	prior	0.5
H0342	hbo:0342#1	enmity	H7852	hbo:7852#_nosense		similar	prior	0.5
H0342	hbo:0342#1	enmity	H0340	hbo:0340	I.will.be.an.enemy.to	similar	prior	0.5
H0342	hbo:0342#1	enmity	H0341	hbo:0341#1	enemies	similar	prior	0.5
H0343	hbo:0343#1	their.disaster	H7722	hbo:7722a#_nosense		similar	prior	0.5
H0343	hbo:0343#1	their.disaster	H7451	hbo:7451#1	evil	similar	prior	0.5
H0343	hbo:0343#1	their.disaster	H7451	hbo:7451b#1	evil	similar	prior	0.5
H0343	hbo:0343#1	their.disaster	H6365	hbo:6365#1	disaster	similar	prior	0.5
H0343	hbo:0343#1	their.disaster	H1943	hbo:1943#1	disaster	similar	prior	0.5
H0343	hbo:0343#1	their.disaster	H1942	hbo:1942#1	desire	similar	prior	0.5
H0343	hbo:0343#1	their.disaster	H1942	hbo:1942a#1	destruction(s)	similar	prior	0.5
H0343	hbo:0343#1	their.disaster	H0108	hbo:0108	water	similar	prior	0.5
H0343	hbo:0343#1	their.disaster	H0182	hbo:0182#1	the.causes	similar	prior	0.5
H0343	hbo:0343#1	their.disaster	H0181	hbo:0181#1	a.piece.of.firewood	similar	prior	0.5
H0352	hbo:0352#1	rams	H3532	hbo:3532#1	lambs	similar	high	1.0
H0352	hbo:0352a#1	oaks	H3733	hbo:3733a#1	pasture	similar	high	0.506
H0353	hbo:0353	strength	H0360	hbo:0360	my.strength	similar	prior	0.5
H0354	hbo:0354#1	deer	H6643	hbo:6643a#1	gazelle	similar	high	1.0
H0354	hbo:0354#1	deer	H0352	hbo:0352b#1	pillars	similar	prior	0.5
H0354	hbo:0354#1	deer	H0352	hbo:0352a#1	oaks	similar	prior	0.5
H0355	hbo:0355#_nosense		H0354	hbo:0354#1	deer	similar	prior	0.5
H0355	hbo:0355#_nosense		H0352	hbo:0352#1	rams	similar	prior	0.5
H0355	hbo:0355#_nosense		H0352	hbo:0352b#1	pillars	similar	prior	0.5
H0355	hbo:0355#_nosense		H0352	hbo:0352a#1	oaks	similar	prior	0.5
H0355	hbo:0355#_nosense		H0424	hbo:0424#1	terebinth	similar	prior	0.5
H0355	hbo:0355#_nosense		H0361	hbo:0361#1	the.porch	similar	prior	0.5
H0361	hbo:0361#1	the.porch	H0352	hbo:0352#1	rams	similar	prior	0.5
H0361	hbo:0361#1	the.porch	H0352	hbo:0352a#1	oaks	similar	prior	0.5
H0361	hbo:0361#1	the.porch	H0424	hbo:0424#1	terebinth	similar	prior	0.5
H0361	hbo:0361#1	the.porch	H0354	hbo:0354#1	deer	similar	prior	0.5
H0363	hbo:0363#_nosense		H6086	hbo:6086#1	wood(s)	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H6646	hbo:6646	gazelles	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H3280	hbo:3280	a.mountain.goat	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H0354	hbo:0354#1	deer	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H6643	hbo:6643a#1	gazelle	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H6643	hbo:6643#1	beauty	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H0424	hbo:0424#1	terebinth	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H0436	hbo:0436#1	the.great.trees	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H0193	hbo:0193	body	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H0355	hbo:0355#_nosense		similar	prior	0.5
H0365	hbo:0365#1	a.doe	H0361	hbo:0361#1	the.porch	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H0352	hbo:0352#1	rams	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H0352	hbo:0352b#1	pillars	similar	prior	0.5
H0365	hbo:0365#1	a.doe	H0352	hbo:0352a#1	oaks	similar	prior	0.5
H0366	hbo:0366	[is].terrifying	H2847	hbo:2847	the.terror	similar	prior	0.5
H0367	hbo:0367#1	terror	H6343	hbo:6343#1	dread	similar	high	0.826
H0367	hbo:0367#1	terror	H6343	hbo:6343#_nosense		similar	prior	0.5
H0367	hbo:0367#1	terror	H0928	hbo:0928	terror	similar	prior	0.5
H0367	hbo:0367#1	terror	H4288	hbo:4288#1	terror	similar	prior	0.5
H0367	hbo:0367#1	terror	H2851	hbo:2851#1	terror	similar	prior	0.5
H0367	hbo:0367#1	terror	H1091	hbo:1091#1	sudden.terror(s)	similar	prior	0.5
H0367	hbo:0367#1	terror	H0366	hbo:0366	[is].terrifying	similar	prior	0.5
H0374	hbo:0374#1	ephah	H1969	hbo:1969#1	hin	similar	high	0.929
H0374	hbo:0374#1	ephah	H6241	hbo:6241#1	tenths.[of.an.ephah]	similar	high	0.87
H0374	hbo:0374#1	ephah	H3734	hbo:3734#1	cor[s]	similar	prior	0.5
H0376	hbo:0376#1	man	H1167	hbo:1167#1	the.citizens	similar	high	0.828
H0376	hbo:0376#1	man	H1368	hbo:1368#1	warriors	similar	high	0.717
H0376	hbo:0376#1	man	H0802	hbo:0802#1	woman	antonym	recall	0.664
H0376	hbo:0376#1	man	H0606	hbo:0606#1	person	similar	prior	0.5
H0376	hbo:0376#1	man	H0606	hbo:0606#_nosense		similar	prior	0.5
H0376	hbo:0376#1	man	H0606	hbo:0606#2	of.a.human	similar	prior	0.5
H0376	hbo:0376#1	man	H4962	hbo:4962#1	men	similar	prior	0.5
H0376	hbo:0376#1	man	H0120	hbo:0120#1	of.humankind	similar	prior	0.5
H0376	hbo:0376#1	man	H0380	hbo:0380#1	the.pupil	similar	prior	0.5
H0376	hbo:0376#2	O.people	H0606	hbo:0606#1	person	similar	prior	0.5
H0376	hbo:0376#2	O.people	H0606	hbo:0606#_nosense		similar	prior	0.5
H0376	hbo:0376#2	O.people	H0606	hbo:0606#2	of.a.human	similar	prior	0.5
H0376	hbo:0376#2	O.people	H4962	hbo:4962#1	men	similar	prior	0.5
H0376	hbo:0376#2	O.people	H0120	hbo:0120#1	of.humankind	similar	prior	0.5
H0376	hbo:0376#2	O.people	H0380	hbo:0380#1	the.pupil	similar	prior	0.5
H0377	hbo:0377a	pluck.up.courage	H0808	hbo:0808	the.raisin-cakes	similar	prior	0.5
