# semantic field per Strong's (high+prior tiers, rolled from lexeme neighbors); CC0
strong	neighbor	neighbor_gloss	relation	confidence	score
H0622	H7114	be short	similar	prior	0.5
H0622	H6960	await	similar	prior	0.5
H0622	H0103	gather	similar	prior	0.5
H0622	H0614	ingathering	similar	prior	0.5
H0622	H0624	storehouse	similar	prior	0.5
H0625	H0622	gather	similar	prior	0.5
H0625	H6908	gather	similar	prior	0.5
H0625	H0628	rabble	similar	prior	0.5
H0625	H0614	ingathering	similar	prior	0.5
H0625	H0624	storehouse	similar	prior	0.5
H0625	H0626	collecting	similar	prior	0.5
H0626	H0628	rabble	similar	prior	0.5
H0626	H0622	gather	similar	prior	0.5
H0626	H0614	ingathering	similar	prior	0.5
H0626	H0624	storehouse	similar	prior	0.5
H0627	H0624	storehouse	similar	prior	0.5
H0627	H0625	gathering	similar	prior	0.5
H0627	H0626	collecting	similar	prior	0.5
H0627	H0614	ingathering	similar	prior	0.5
H0627	H0628	rabble	similar	prior	0.5
H0627	H0622	gather	similar	prior	0.5
H0628	H0622	gather	similar	prior	0.5
H0628	H0624	storehouse	similar	prior	0.5
H0628	H0614	ingathering	similar	prior	0.5
H0631	H0612	bond	similar	high	0.87
H0631	H7194	conspire	similar	prior	0.5
H0631	H6775	join	similar	prior	0.5
H0631	H0615	prisoner	similar	prior	0.5
H0631	H6029	bind	similar	prior	0.5
H0631	H2280	saddle	similar	prior	0.5
H0631	H2296	gird	similar	prior	0.5
H0631	H0616	prisoner	similar	prior	0.5
H0631	H4562	pledge	similar	prior	0.5
H0631	H0632	injunction	similar	prior	0.5
H0631	H4147	bond	similar	prior	0.5
H0631	H3628	prison	similar	prior	0.5
H0631	H0613	bond	similar	prior	0.5
H0632	H0616	prisoner	similar	prior	0.5
H0632	H4562	pledge	similar	prior	0.5
H0632	H0612	bond	similar	prior	0.5
H0632	H0615	prisoner	similar	prior	0.5
H0632	H4147	bond	similar	prior	0.5
H0633	H0613	bond	similar	prior	0.5
H0639	H2740	burning anger	similar	high	1.0
H0639	H2534	rage	similar	high	0.99
H0639	H2734	incensed	similar	high	0.95
H0639	H2195	indignation	similar	high	0.895
H0639	H5678	fury	similar	high	0.862
H0639	H0599	be angry	similar	high	0.794
H0639	H7110	wrath	similar	high	0.754
H0639	H2197	rage	similar	high	0.701
H0639	H0601	heron	similar	prior	0.5
H0640	H0247	gird	similar	prior	0.5
H0640	H0642	ephod	similar	prior	0.5
H0640	H0646	ephod	similar	prior	0.5
H0642	H1544	idol	similar	prior	0.5
H0642	H0646	ephod	similar	prior	0.5
H0644	H3888	knead	similar	high	0.705
H0644	H3899	food	similar	prior	0.5
H0644	H6740	roast	similar	prior	0.5
H0648	H0653	darkness	similar	prior	0.5
H0648	H0651	gloom	similar	prior	0.5
H0648	H3991	darkness	similar	prior	0.5
H0650	H4325	water	similar	high	0.623
H0650	H5158	torrent	similar	prior	0.5
H0651	H5939	darkness	similar	prior	0.5
H0651	H0653	darkness	similar	prior	0.5
H0652	H0653	darkness	similar	high	0.806
H0652	H2822	darkness	similar	high	0.794
H0652	H0216	light	antonym	recall	0.568
H0652	H2825	darkness	similar	prior	0.5
H0652	H3991	darkness	similar	prior	0.5
H0652	H0651	gloom	similar	prior	0.5
H0652	H0648	late	similar	prior	0.5
H0652	H2816	darkness	similar	prior	0.5
H0653	H2822	darkness	similar	high	1.0
H0653	H2825	darkness	similar	high	0.905
H0653	H0652	darkness	similar	high	0.806
H0653	H6757	shadow	similar	high	0.804
H0653	H6205	cloud	similar	high	0.782
H0653	H4285	darkness	similar	high	0.688
H0653	H0216	light	antonym	recall	0.605
H0653	H5939	darkness	similar	prior	0.5
H0660	H5175	serpent	similar	prior	0.5
H0660	H8577	jackal	similar	prior	0.5
H0660	H6620	cobra	similar	prior	0.5
H0660	H6463	groan	similar	prior	0.5
H0661	H5437	turn	similar	high	0.634
H0662	H0650	channel	similar	prior	0.5
H0665	H6083	dust	similar	high	0.647
H0665	H6428	wallow	similar	high	0.64
H0665	H8242	sackcloth	similar	high	0.552
H0666	H0668	carriage	similar	prior	0.5
H0667	H1121	son	similar	prior	0.5
H0667	H6525	flower	similar	prior	0.5
H0673	H0661	surround	similar	prior	0.5
H0676	H7272	foot	similar	prior	0.5
H0676	H3709	palm	similar	prior	0.5
H0676	H3027	hand	similar	prior	0.5
H0679	H0680	reserve	similar	prior	0.5
H0679	H0678	chief	similar	prior	0.5
H0680	H2820	withhold	similar	prior	0.5
H0680	H0678	chief	similar	prior	0.5
H0685	H6807	marching	similar	prior	0.5
H0688	H6920	fever	similar	prior	0.5
H0688	H6919	kindle	similar	prior	0.5
H0693	H3993	ambush	similar	high	0.882
H0693	H6845	treasure	similar	prior	0.5
H0693	H2247	hide	similar	prior	0.5
H0693	H0695	ambush	similar	prior	0.5
H0693	H0699	window	similar	prior	0.5
H0693	H0698	skill	similar	prior	0.5
H0696	H0693	ambush	similar	prior	0.5
H0696	H0699	window	similar	prior	0.5
H0696	H0698	skill	similar	prior	0.5
H0696	H0695	ambush	similar	prior	0.5
H0696	H3993	ambush	similar	prior	0.5
H0697	H1501	locust	similar	high	0.93
H0697	H3218	locust	similar	high	0.918
H0697	H2625	locust	similar	high	0.914
H0697	H8635	increase	similar	prior	0.5
H0698	H3993	ambush	similar	prior	0.5
H0698	H0695	ambush	similar	prior	0.5
H0699	H2474	window	similar	high	0.629
H0699	H4237	window	similar	prior	0.5
H0699	H3993	ambush	similar	prior	0.5
H0699	H0695	ambush	similar	prior	0.5
H0699	H0698	skill	similar	prior	0.5
H0707	H4500	loom-beam	similar	high	0.837
H0707	H7551	weave	similar	high	0.813
H0708	H0707	weave	similar	prior	0.5
H0708	H0710	purple	similar	prior	0.5
H0708	H0713	purple	similar	prior	0.5
H0710	H0707	weave	similar	prior	0.5
H0710	H0713	purple	similar	prior	0.5
H0712	H0727	ark	similar	high	0.862
H0712	H8392	ark	similar	prior	0.5
H0712	H7269	quivering	similar	prior	0.5
H0713	H8504	blue	similar	high	1.0
H0713	H8144	scarlet	similar	high	1.0
H0713	H3758	crimson	similar	high	0.922
H0713	H0707	weave	similar	prior	0.5
H0717	H0738	lion	similar	prior	0.5
H0717	H0220	stall	similar	prior	0.5
H0717	H0723	stall	similar	prior	0.5
H0727	H0712	box	similar	high	0.862
H0727	H4908	tabernacle	similar	high	0.82
H0727	H4150	meeting	similar	high	0.784
H0727	H8392	ark	similar	prior	0.5
H0729	H0731	cedar	similar	prior	0.5
H0730	H6086	tree	similar	high	0.911
H0730	H1265	cypress	similar	high	0.901
H0730	H0424	oak	similar	prior	0.5
H0730	H7848	acacia	similar	prior	0.5
H0730	H0729	reinforced	similar	prior	0.5
H0730	H0731	cedar	similar	prior	0.5
H0732	H1980	go	similar	high	0.59
H0732	H1481	sojourn	similar	prior	0.5
H0732	H1870	way	similar	prior	0.5
H0732	H1616	sojourner	similar	prior	0.5
H0732	H0737	ration	similar	prior	0.5
H0734	H5410	path	similar	high	1.0
H0734	H1870	way	similar	high	0.947
H0734	H4570	track	similar	high	0.825
H0734	H0732	journey	similar	prior	0.5
H0734	H4109	journey	similar	prior	0.5
H0734	H4546	highway	similar	prior	0.5
H0734	H0736	caravan	similar	prior	0.5
H0734	H0737	ration	similar	prior	0.5
H0736	H0737	ration	similar	prior	0.5
H0736	H0732	journey	similar	prior	0.5
H0738	H3715	lion	similar	high	0.817
H0738	H3833	lion	similar	high	0.719
H0738	H5246	leopard	similar	high	0.697
H0738	H1677	bear	similar	high	0.581
H0738	H0723	stall	similar	prior	0.5
H0741	H2025	altar	similar	prior	0.5
H0741	H0691	hero	similar	prior	0.5
H0744	H0738	lion	similar	prior	0.5
H0748	H4900	draw	similar	prior	0.5
H0748	H0750	slow	similar	prior	0.5
H0748	H0724	health	similar	prior	0.5
H0748	H7114	be short	antonym	recall	0.401
H0750	H0724	health	similar	prior	0.5
H0750	H7116	short	antonym	recall	0.403
H0752	H0753	length	similar	high	0.728
H0752	H0750	slow	similar	prior	0.5
H0752	H0748	prolong	similar	prior	0.5
H0753	H7341	width	similar	high	1.0
H0753	H6967	height	similar	high	1.0
H0753	H0748	prolong	similar	prior	0.5
H0753	H0750	slow	similar	prior	0.5
H0753	H0724	health	similar	prior	0.5
H0759	H4026	Tower	similar	high	0.649
H0759	H1055	palace	similar	high	0.598
H0759	H1002	palace	similar	prior	0.5
H0772	H8065	heaven	antonym	recall	0.949
H0772	H0870	place	similar	high	0.87
H0772	H0776	land	similar	prior	0.5
H0776	H0127	land	similar	high	1.0
H0776	H8064	heaven	antonym	recall	0.92
H0776	H1552	border	similar	prior	0.5
H0776	H7172	floor	similar	prior	0.5
H0776	H7704	Sirion	similar	prior	0.5
H0776	H4083	province	similar	prior	0.5
H0779	H6895	curse	similar	high	0.459
H0781	H0802	woman	similar	high	0.625
H0781	H2859	relative	similar	high	0.502
H0784	H1513	coal	similar	high	0.83
H0784	H3852	flame	similar	high	0.774
H0784	H8316	fire	similar	high	0.721
H0784	H3851	flame	similar	high	0.719
H0784	H7008	smoke	similar	prior	0.5
H0784	H4348	burn	similar	prior	0.5
H0784	H2830	amber	similar	prior	0.5
H0784	H0801	food offering	similar	prior	0.5
H0784	H3858	flame	similar	prior	0.5
H0784	H0787	foundation	similar	prior	0.5
H0787	H3858	flame	similar	prior	0.5
H0793	H4651	refuse	similar	prior	0.5
H0794	H0793	slope	similar	prior	0.5
H0794	H4651	refuse	similar	prior	0.5
H0798	H0793	slope	similar	prior	0.5
H0798	H0794	slope	similar	prior	0.5
H0798	H4651	refuse	similar	prior	0.5
H0801	H5207	soothing	similar	high	1.0
H0801	H4503	offering	similar	high	1.0
H0801	H5930	burnt offering	similar	high	1.0
H0801	H7133	offering	similar	high	0.912
H0802	H1323	daughter	similar	high	0.935
H0802	H6370	concubine	similar	high	0.85
H0802	H5291	maiden	similar	high	0.847
H0802	H0376	man	antonym	recall	0.664
H0802	H1330	virgin	similar	prior	0.5
H0802	H5959	maiden	similar	prior	0.5
H0802	H0781	betroth	similar	prior	0.5
H0802	H3618	daughter-in-law	similar	prior	0.5
H0802	H5347	female	similar	prior	0.5
H0802	H2859	relative	similar	prior	0.5
H0808	H0809	raisin bun	similar	prior	0.5
H0811	H6025	grape	similar	high	0.591
H0811	H1210	vintage	similar	prior	0.5
H0816	H5352	clear	antonym	recall	0.69
H0816	H6586	transgress	similar	prior	0.5
H0816	H0817	guilt (offering)	similar	prior	0.5
H0816	H7561	be wicked	similar	prior	0.5
H0816	H2398	sin	similar	prior	0.5
H0816	H0818	guilty	similar	prior	0.5
H0816	H0819	guiltiness	similar	prior	0.5
H0817	H4503	offering	similar	high	0.931
H0817	H5930	burnt offering	similar	high	0.919
H0817	H2401	sin	similar	prior	0.5
H0817	H2403	sin	similar	prior	0.5
H0817	H2399	sin	similar	prior	0.5
H0817	H0818	guilty	similar	prior	0.5
H0818	H0819	guiltiness	similar	high	0.729
H0818	H0817	guilt (offering)	similar	prior	0.5
H0818	H7563	wicked	similar	prior	0.5
H0818	H2398	sin	similar	prior	0.5
H0819	H0818	guilty	similar	high	0.729
H0819	H5771	iniquity	similar	high	0.719
H0819	H6588	transgression	similar	high	0.568
H0819	H2403	sin	similar	prior	0.5
H0819	H0817	guilt (offering)	similar	prior	0.5
H0820	H8080	grow fat	similar	prior	0.5
H0820	H4924	fat	similar	prior	0.5
H0821	H8109	waking	similar	prior	0.5
H0821	H8108	guard	similar	prior	0.5
H0821	H4929	custody	similar	prior	0.5
H0821	H8104	keep	similar	prior	0.5
H0821	H8107	vigil	similar	prior	0.5
H0827	H7198	bow	similar	high	0.63
H0827	H2671	arrow	similar	high	0.578
H0827	H7982	shield	similar	prior	0.5
H0830	H0665	ashes	similar	prior	0.5
H0830	H8240	ash heep	similar	prior	0.5
H0833	H0837	happy	similar	prior	0.5
H0835	H0833	bless	similar	prior	0.5
H0835	H8391	boxtree	similar	prior	0.5
H0835	H0837	happy	similar	prior	0.5
H0838	H0837	happy	similar	prior	0.5
H0838	H0835	blessed	similar	prior	0.5
H0838	H8391	boxtree	similar	prior	0.5
H0838	H0833	bless	similar	prior	0.5
H0838	H8584	testimony	similar	prior	0.5
H0849	H7712	strive	similar	prior	0.5
H0857	H0935	come (in)	similar	prior	0.5
H0857	H2978	entrance	similar	prior	0.5
H0866	H8566	hire	similar	prior	0.5
H0870	H0772	earth	similar	high	0.87
H0872	H8393	produce	similar	prior	0.5
H0872	H4126	entrance	similar	prior	0.5
H0872	H0935	come (in)	similar	prior	0.5
H0872	H3996	entrance	similar	prior	0.5
H0873	H0888	be displeased	similar	prior	0.5
H0875	H0953	pit	similar	high	1.0
H0875	H1295	Pool	similar	prior	0.5
H0875	H0874	make plain	similar	prior	0.5
H0887	H8581	abhor	similar	prior	0.5
H0887	H1602	abhor	similar	prior	0.5
H0887	H6973	loathe	similar	prior	0.5
H0887	H0889	stench	similar	prior	0.5
H0890	H0887	stink	similar	prior	0.5
H0890	H0889	stench	similar	prior	0.5
H0891	H0889	stench	similar	prior	0.5
H0891	H0890	foul weed	similar	prior	0.5
H0891	H0887	stink	similar	prior	0.5
H0898	H8267	deception	similar	prior	0.5
H0898	H7411	shoot	similar	prior	0.5
H0898	H6586	transgress	similar	prior	0.5
H0898	H0900	treachery	similar	prior	0.5
H0898	H0899	treachery	similar	prior	0.5
H0898	H3627	article	similar	prior	0.5
H0899	H3801	tunic	similar	high	0.842
H0899	H4598	robe	similar	high	0.801
H0899	H8278	braiding	similar	high	0.766
H0899	H3682	covering	similar	prior	0.5
H0899	H3627	article	similar	prior	0.5
H0900	H0899	treachery	similar	prior	0.5
H0901	H0900	treachery	similar	prior	0.5
H0901	H0898	act treacherously	similar	prior	0.5
H0901	H0899	treachery	similar	prior	0.5
H0905	H3173	only	similar	prior	0.5
H0905	H0910	isolation	similar	prior	0.5
H0905	H0907	bluster	similar	prior	0.5
H0905	H0906	linen	similar	prior	0.5
H0906	H6593	flax	similar	prior	0.5
H0907	H0906	linen	similar	prior	0.5
H0909	H0910	isolation	similar	prior	0.5
H0909	H0905	alone	similar	prior	0.5
H0910	H3173	only	similar	prior	0.5
H0913	H5777	lead	similar	high	1.0
H0913	H1270	iron	similar	high	0.862
H0913	H5178	bronze	similar	high	0.846
H0913	H3701	silver	similar	prior	0.5
H0913	H2091	gold	similar	prior	0.5
H0913	H5509	dross	similar	prior	0.5
H0913	H3995	separate place	similar	prior	0.5
H0913	H0914	separate	similar	prior	0.5
H0913	H0916	bdellium	similar	prior	0.5
H0913	H0915	piece	similar	prior	0.5
H0914	H6395	be distinguished	similar	high	0.71
H0914	H6504	separate	similar	prior	0.5
H0914	H5493	turn aside	similar	prior	0.5
H0914	H0916	bdellium	similar	prior	0.5
H0914	H0915	piece	similar	prior	0.5
H0914	H3995	separate place	similar	prior	0.5
H0915	H0916	bdellium	similar	prior	0.5
H0918	H0919	breach	similar	prior	0.5
H0919	H6556	breach	similar	prior	0.5
H0922	H8414	formlessness	similar	high	0.916
H0924	H0927	dismay	similar	prior	0.5
H0926	H2729	tremble	similar	high	0.779
H0926	H2648	hurry	similar	high	0.768
H0926	H1204	terrify	similar	high	0.74
H0926	H2363	hasten	similar	high	0.675
H0926	H3372	fear	similar	prior	0.5
H0926	H6342	dread	similar	prior	0.5
H0926	H1765	hasten	similar	prior	0.5
H0926	H0928	dismay	similar	prior	0.5
H0928	H4288	terror	similar	prior	0.5
H0929	H2416	alive	similar	high	1.0
H0929	H7431	creeping	similar	high	0.985
H0929	H5775	bird	similar	high	0.979
H0930	H0929	animal	similar	prior	0.5
H0931	H8571	lobe	similar	high	1.0
H0931	H7272	foot	similar	prior	0.5
H0934	H5061	plague	similar	high	0.901
H0934	H6883	leprosy	similar	high	0.885
H0934	H4556	scab	similar	prior	0.5
H0934	H0925	bright	similar	prior	0.5
H0935	H5927	ascend	similar	high	0.713
H0935	H7126	present	similar	high	0.653
H0935	H3318	come out	antonym	recall	0.551
H0935	H8393	produce	similar	prior	0.5
H0936	H7034	dishonor	similar	prior	0.5
H0937	H3933	derision	similar	prior	0.5
H0937	H3639	shame	similar	prior	0.5
H0937	H7589	scorn	similar	prior	0.5
H0937	H0936	despise	similar	prior	0.5
H0937	H0939	contempt	similar	prior	0.5
H0939	H7589	scorn	similar	prior	0.5
H0939	H0936	despise	similar	prior	0.5
H0944	H0180	river	similar	prior	0.5
H0944	H2990	running	similar	prior	0.5
H0944	H2981	crops	similar	prior	0.5
H0944	H2988	stream	similar	prior	0.5
H0947	H7429	trample	similar	prior	0.5
H0947	H2983	Jebusite	similar	prior	0.5
H0947	H8395	ruin	similar	prior	0.5
H0948	H0906	linen	similar	prior	0.5
H0948	H8336	alabaster	similar	prior	0.5
H0950	H4003	emptiness	similar	prior	0.5
H0951	H1241	cattle	similar	prior	0.5
H0951	H1242	morning	similar	prior	0.5
H0951	H1239	enquire	similar	prior	0.5
H0951	H1243	seeking	similar	prior	0.5
H0951	H1244	scourging	similar	prior	0.5
H0952	H5528	be foolish	similar	prior	0.5
H0952	H0977	choose	similar	prior	0.5
H0952	H0970	youth	similar	prior	0.5
H0952	H1305	purify	similar	prior	0.5
H0953	H0875	well	similar	high	1.0
H0953	H6354	pit	similar	prior	0.5
H0953	H4599	spring	similar	prior	0.5
H0953	H5470	prison	similar	prior	0.5
H0953	H4726	fountain	similar	prior	0.5
H0953	H0874	make plain	similar	prior	0.5
H0954	H3637	be humiliated	similar	high	0.908
H0954	H2659	be ashamed	similar	prior	0.5
H0954	H1317	shame	similar	prior	0.5
H0955	H2781	reproach	similar	prior	0.5
H0955	H3639	shame	similar	prior	0.5
H0955	H0954	be ashamed	similar	prior	0.5
H0955	H1317	shame	similar	prior	0.5
H0955	H4016	genitalia	similar	prior	0.5
H0955	H0963	contempt	similar	prior	0.5
H0957	H4933	plunder	similar	high	0.837
H0957	H7998	spoil	similar	high	0.6
H0959	H7043	lighten	similar	high	0.7
H0959	H3513	honor	antonym	recall	0.574
H0959	H3988	reject	similar	prior	0.5
H0961	H0957	plunder	similar	prior	0.5
H0961	H4455	prey	similar	prior	0.5
H0961	H4933	plunder	similar	prior	0.5
H0962	H7998	spoil	similar	high	0.859
H0963	H0959	despise	similar	prior	0.5
H0963	H5240	vile	similar	prior	0.5
H0963	H2781	reproach	similar	prior	0.5
H0970	H4005	best	similar	prior	0.5
H0970	H0972	chosen	similar	prior	0.5
H0970	H5290	youth	similar	prior	0.5
H0970	H0979	youth	similar	prior	0.5
H0970	H4004	choice	similar	prior	0.5
H0970	H1305	purify	similar	prior	0.5
H0971	H0975	watchtower	similar	prior	0.5
H0971	H0969	assayer	similar	prior	0.5
H0971	H0976	testing	similar	prior	0.5
H0971	H0974	test	similar	prior	0.5
H0974	H0969	assayer	similar	prior	0.5
H0975	H0974	test	similar	prior	0.5
H0975	H0969	assayer	similar	prior	0.5
H0976	H0974	test	similar	prior	0.5
H0976	H0969	assayer	similar	prior	0.5
H0976	H0975	watchtower	similar	prior	0.5
H0977	H4005	best	similar	prior	0.5
H0977	H0972	chosen	similar	prior	0.5
H0977	H5290	youth	similar	prior	0.5
H0977	H0979	youth	similar	prior	0.5
H0977	H4004	choice	similar	prior	0.5
H0977	H1305	purify	similar	prior	0.5
H0977	H3988	reject	antonym	recall	0.472
H0979	H0972	chosen	similar	prior	0.5
H0982	H2620	seek refuge	similar	high	0.938
H0982	H8172	lean	similar	high	0.841
H0982	H3176	wait	similar	high	0.818
H0982	H6960	await	similar	high	0.78
H0982	H6342	dread	antonym	recall	0.645
H0982	H0539	be faithful	similar	prior	0.5
H0982	H4007	expectation	similar	prior	0.5
H0983	H7962	ease	similar	high	0.717
H0983	H0986	trust	similar	prior	0.5
H0983	H7965	peace	similar	prior	0.5
H0983	H4009	confidence	similar	prior	0.5
H0983	H7600	secure	similar	prior	0.5
H0983	H0985	trust	similar	prior	0.5
H0983	H0982	trust	similar	prior	0.5
H0985	H0986	trust	similar	prior	0.5
H0985	H0982	trust	similar	prior	0.5
H0985	H4009	confidence	similar	prior	0.5
H0986	H0982	trust	similar	prior	0.5
H0987	H0986	trust	similar	prior	0.5
H0987	H0983	security	similar	prior	0.5
H0987	H4009	confidence	similar	prior	0.5
H0987	H0985	trust	similar	prior	0.5
H0987	H0982	trust	similar	prior	0.5
H0990	H7358	womb	similar	high	0.906
H0990	H3629	kidney	similar	prior	0.5
H0990	H7130	entrails	similar	prior	0.5
H0995	H0998	understanding	similar	high	1.0
H0995	H7919	be prudent	similar	high	0.821
H0995	H2449	be wise	similar	high	0.718
H0998	H0995	understand	similar	high	1.0
H0998	H8394	understanding	similar	high	1.0
H0998	H2451	wisdom	similar	high	0.934
H0998	H1847	knowledge	similar	high	0.867
H0998	H2449	be wise	similar	high	0.697
H0998	H8454	wisdom	similar	high	0.663
H0998	H4486	knowledge	similar	prior	0.5
H0998	H7924	insight	similar	prior	0.5
H0998	H2940	taste	similar	prior	0.5
H0998	H7922	understanding	similar	prior	0.5
H0998	H3788	skill	similar	prior	0.5
H0998	H2454	wisdom	similar	prior	0.5
H0998	H1004	place	similar	prior	0.5
H0998	H1143	champion	similar	prior	0.5
H1000	H7064	nest	similar	high	0.574
H1001	H1002	palace	similar	prior	0.5
H1003	H1002	palace	similar	prior	0.5
H1004	H1964	temple	similar	high	0.876
H1004	H2691	court	similar	high	0.691
H1004	H6442	inner	similar	high	0.587
H1004	H4411	lodging	similar	prior	0.5
H1004	H1406	roof	similar	prior	0.5
H1004	H1002	palace	similar	prior	0.5
H1004	H4720	sanctuary	similar	prior	0.5
H1004	H4294	tribe	similar	prior	0.5
H1004	H5944	upper room	similar	prior	0.5
H1004	H4583	habitation	similar	prior	0.5
H1004	H0995	understand	similar	prior	0.5
H1004	H1143	champion	similar	prior	0.5
H1004	H8394	understanding	similar	prior	0.5
H1004	H2351	outside	antonym	recall	0.49
H1005	H0956	lodge	similar	prior	0.5
H1055	H1004	place	similar	high	0.837
H1055	H0759	citadel	similar	prior	0.5
H1055	H1964	temple	similar	prior	0.5
H1057	H1058	weep	similar	prior	0.5
H1058	H5594	mourn	similar	high	0.84
H1058	H0602	groan	similar	prior	0.5
H1058	H2199	cry out	similar	prior	0.5
H1058	H1832	tears	similar	prior	0.5
H1058	H1068	weeping	similar	prior	0.5
H1058	H1059	bitterly	similar	prior	0.5
H1060	H6363	firstborn	similar	high	0.891
H1060	H1121	son	similar	high	0.84
H1060	H1069	be	similar	prior	0.5
H1061	H4643	tithe	similar	high	0.852
H1061	H7225	first	similar	high	0.82
H1061	H8641	contribution	similar	high	0.789
H1061	H4503	offering	similar	high	0.788
H1061	H6025	grape	similar	prior	0.5
H1061	H4395	fruit	similar	prior	0.5
H1061	H7105	harvest	similar	prior	0.5
H1061	H1062	birthright	similar	prior	0.5
H1061	H1060	firstborn	similar	prior	0.5
H1061	H1069	be	similar	prior	0.5
H1062	H1060	firstborn	similar	high	0.686
H1062	H5159	inheritance	similar	prior	0.5
H1062	H6363	firstborn	similar	prior	0.5
H1062	H1069	be	similar	prior	0.5
H1063	H8384	fig	similar	high	0.803
H1063	H1061	firstfruit	similar	prior	0.5
H1063	H1062	birthright	similar	prior	0.5
H1063	H1072	young camel	similar	prior	0.5
H1063	H1070	young camel	similar	prior	0.5
