lex	stem	sense	gloss	count	share
<TJD/		2	impending	1	0.2
<TJH/		1	Athaiah	1	1.0
<TJQ/		1	weaned; old	1	0.5
<TJQ/		2	ancient	1	0.5
<TJQ=/		1	eminent	1	1.0
<TK/		1	Athach	1	1.0
<TLJ/		1	Athlai	1	1.0
<TLJH/		1	Athaliah	7	1.0
<TM[	nif	1	<uncertain>	1	1.0
<TNJ/		1	Othni	1	1.0
<TNJ>L/		1	Othniel	7	1.0
<TQ/		1	unrestrained, arrogant	4	1.0
<TQ=/		1	ancient, eminent	1	1.0
<TQ[	hif	1	advance; abandon	3	0.6
<TQ[	hif	2	who] removes	1	0.2
<TQ[	hif	3	they copied	1	0.2
<TQ[	qal	1	advance; grow old	2	0.5
<TQ[	qal	2	it has grown weak	1	0.25
<TQ[	qal	3	do they grow old?	1	0.25
<TR/		1	perfume; worshipper?	1	0.5
<TR/		2	worshippers	1	0.5
<TR=/		1	Ether	2	1.0
<TRT/		1	abundance?	1	1.0
<TR[	hif	1	entreat	7	1.0
<TR[	nif	1	be moved by entreaties	8	1.0
<TR[	qal	1	pray	5	1.0
<TWD/		1	ram, he-goat; leader	26	0.897
<TWD/		2	leaders	2	0.069
<TWD/		3	male goats	1	0.034
<V/		1	stylus, pen	4	1.0
<VH=[	qal	1	grasp; louse	2	0.667
<VH=[	qal	2	firmly (grasp)	1	0.333
<VH[	hif	1	wrap in	1	0.5
<VH[	hif	2	you have wrapped	1	0.5
<VH[	qal	1	wrap, cover	6	0.545
<VH[	qal	2	wrapped	3	0.273
<VH[	qal	3	he wraps himself	1	0.091
<VH[	qal	4	a veiled	1	0.091
<VJCH/		1	sneezing	1	1.0
<VJN/		1	(uncertain)	1	1.0
<VLP/		1	bat	3	1.0
<VP=[	hif	1	be feeble	1	1.0
<VP=[	hit	1	faint away	5	1.0
<VP=[	nif	1	languish, faint	1	1.0
<VP=[	qal	1	grow weak, faint	3	1.0
<VP[	qal	1	turn aside; cover oneself	2	0.667
<VP[	qal	2	he turns	1	0.333
<VRH/		1	wreath, crown	5	1.0
<VRWT/		1	Ataroth	4	1.0
<VRWT_>DR/		1	Ataroth Addar	2	1.0
<VRWT_BJT_JW>B/		1	Atroth Beth Joab	1	1.0
<VRWT_CWPN/		1	Atroth Shophan	1	1.0
<VR[	hif	1	bestow crowns	1	1.0
<VR[	piel	1	crown; make a wreath	3	1.0
<VR[	qal	1	surround	1	1.0
<VWP/		1	feeble	1	0.5
<VWP/		2	enfeebled	1	0.5
<WBD/		1	Obed	10	1.0
<WBL/		1	Obal	1	1.0
<WB[	hif	1	becloud	1	1.0
<WC[	qal	1	come to aid?	1	1.0
<WD/		1	yet, still, again	484	0.998
<WD/		2	more	1	0.002
<WD[	hif	1	surround	25	0.735
<WD[	hif	2	I call as witnesses	3	0.088
<WD[	hif	3	cause to witness	3	0.088
<WD[	hif	4	certainly (warn)	1	0.029
<WD[	hif	5	I will call as witness	1	0.029
<WD[	hif	6	I protested	1	0.029
<WD[	hit	1	help one another up	1	1.0
<WD[	hof	1	be warned	1	1.0
<WD[	piel	1	surround	2	1.0
<WG/		1	Og	22	1.0
<WGB/		1	flute	4	1.0
<WH/		1	ruin	3	1.0
<WJ/		1	Avvites	3	1.0
<WJL/		1	boy	1	1.0
<WJT/		1	Avith	2	1.0
<WL=/		1	injustice	21	1.0
<WL==/		1	evildoer	5	1.0
<WLL=/		1	child	9	1.0
<WLM/		1	ancient time, remote time; long time, forever, eternity	438	1.0
<WL[	qal	1	suckle	5	1.0
<WN/		1	transgression, iniquity; punishment	227	0.991
<WN/		2	his own	2	0.009
<WP/		1	birds; flying creatures; fowl, insects	70	0.986
<WP/		2	than the bird	1	0.014
<WP[	hif	1	cause to fly; cause to glance	1	1.0
<WP[	hit	1	fly	1	1.0
<WP[	piel	1	fly	3	0.75
<WP[	piel	2	he flew	1	0.25
<WP[	qal	1	fly	9	0.529
<WP[	qal	2	he flew	4	0.235
<WP[	qal	3	it flies	1	0.059
<WP[	qal	4	I want to fly away	1	0.059
<WP[	qal	5	he will fly away	1	0.059
<WP[	qal	6	it flies away	1	0.059
<WQ[	hif	1	cause to totter	1	1.0
<WQ[	qal	1	totter	1	1.0
<WR/		1	blind	21	1.0
<WR=/		1	skin; leather	98	0.99
<WR=/		2	than the skin	1	0.01
<WR=[	piel	1	make blind	3	0.6
<WR=[	piel	2	it makes blind	2	0.4
<WRT/		1	blindness	1	1.0
<WRWN/		1	blindness	2	1.0
<WR[	hif	1	rouse, stir up; stir	10	0.323
<WR[	hif	2	he awakens	5	0.161
<WR[	hif	3	he will stir up	4	0.129
<WR[	hif	4	about to rouse	4	0.129
<WR[	hif	5	waken	3	0.097
<WR[	hif	6	rouse	2	0.065
<WR[	hif	7	about	1	0.032
<WR[	hif	8	wake	1	0.032
<WR[	hif	9	he will awake	1	0.032
<WR[	hit	1	pull oneself up	4	0.8
<WR[	hit	2	I excited myself	1	0.2
<WR[	nif	1	be roused, incited	7	1.0
<WR[	piel	1	arouse, awake	4	0.308
<WR[	piel	2	they rouse	4	0.308
<WR[	piel	3	you will arouse	3	0.231
<WR[	piel	4	stir	2	0.154
<WR[	qal	1	be awake, stir	19	0.95
<WR[	qal	2	a protector	1	0.05
<WTH/		1	oppression	1	1.0
<WTJ/		1	Uthai	2	1.0
<WY/		1	Uz	5	1.0
<WY=/		1	Uz	3	1.0
<WY[	qal	1	plan	2	1.0
<WZ[	hif	1	bring into safety	3	0.75
<WZ[	hif	2	they have brought to safety	1	0.25
<WZ[	qal	1	take refuge	1	0.5
<WZ[	qal	2	he sought safety	1	0.5
<Y/		1	tree; wood	330	1.0
<YB/		1	image, idol	17	1.0
<YB=/		1	pain, hurt; things gained by toil	3	0.5
<YB=/		2	pain	1	0.167
<YB=/		3	your hard	1	0.167
<YB=/		4	of hurt	1	0.167
<YB==/		1	pain, toil	2	0.667
<YB==/		2	of an idol	1	0.333
<YB===/		1	idol	1	1.0
<YB====/		1	form?; vessel?	1	1.0
<YBT/		1	pain, injury	1	1.0
<YBWN/		1	pain, toil	3	1.0
<YB[	hit	1	be grieved, worried	1	0.5
<YB[	hit	2	they were indignant	1	0.5
<YB[	nif	1	be worried; be hurt	6	0.857
<YB[	nif	2	he will be hurt	1	0.143
<YB[	piel	1	grieve	1	0.5
<YB[	piel	2	they twist	1	0.5
<YB[	qal	1	find fault with, hurt	1	1.0
<YH/		1	advice, counsel	84	0.977
<YH/		2	than the counsel	1	0.012
<YH/		3	its own	1	0.012
<YH=/		1	disobedience	1	0.5
<YH=/		2	plan	1	0.5
<YH==/		1	spine; os sacrum	1	1.0
<YJWN_GBR/		1	Ezion Geber	7	1.0
<YL/		1	slow, sluggish, lazy	11	0.786
<YL/		2	O sluggard	2	0.143
<YL/		3	lazy	1	0.071
<YLH/		1	sluggishness	1	1.0
<YLWT/		1	sluggishness	1	1.0
<YL[	nif	1	be sluggish	1	1.0
<YM/		1	bone, skeleton; being	123	1.0
<YM==/		1	bones	1	1.0
<YMWN/		1	Azmon	1	1.0
<YM[	qal	1	be mighty, numerous	9	0.6
<YM[	qal	2	they became mighty	2	0.133
<YM[	qal	3	you have become powerful	1	0.067
<YM[	qal	4	they are vast	1	0.067
<YM[	qal	5	it will be mighty	1	0.067
<YM[	qal	6	he will become mighty	1	0.067
<YR/		1	restraint; coercion	2	0.667
<YR/		2	barrenness	1	0.333
<YR=/		1	coercion	1	1.0
<YRH/		1	festive assembly	3	0.75
<YRH/		2	assembli	1	0.25
<YRT/		1	assembly, ceremony	7	1.0
<YR[	nif	1	be stayed; be kept in prison; be shut up	7	0.7
<YR[	nif	2	are shut up	2	0.2
<YR[	nif	3	detained	1	0.1
<YR[	qal	1	restrain, detain	25	0.781
<YR[	qal	2	hold back	2	0.062
<YR[	qal	3	completely (shut up)	1	0.031
<YR[	qal	4	let us detain	1	0.031
<YR[	qal	5	he will rule	1	0.031
<YR[	qal	6	withheld	1	0.031
<YR[	qal	7	kept back	1	0.031
<YWM/		1	mighty, vast	31	1.0
<Z/		1	strength, power, might	77	1.0
<Z=/		1	protection, refuge	13	1.0
<Z==/		1	goat; goathair	69	0.932
<Z==/		2	she-goats	2	0.027
<Z==/		3	your female	1	0.014
<Z==/		4	hair(s)	1	0.014
<Z==/		5	kids	1	0.014
<Z===/		1	strong	22	1.0
<Z====/		1	strength	1	1.0
<Z>/		1	Uzza	9	1.0
<Z>ZL/		1	Azazel	4	1.0
<ZB=[	qal	1	repair?	2	1.0
<ZBWQ/		1	Azbuk	1	1.0
<ZB[	nif	1	be forsaken; be left to	6	0.667
<ZB[	nif	2	they will be abandoned	2	0.222
<ZB[	nif	3	has it been neglected	1	0.111
<ZB[	pual	1	be deserted	1	0.5
<ZB[	pual	2	it has been forsaken	1	0.5
<ZB[	qal	1	leave, abandon	145	0.96
<ZB[	qal	2	certainly (rearrange)	2	0.013
<ZB[	qal	3	[those	2	0.013
<ZB[	qal	4	I will let loose	2	0.013
<ZGD/		1	Azgad	4	1.0
<ZH/		1	Gaza	18	1.0
<ZJ/		1	Uzzi	11	1.0
<ZJ>/		1	Uzzia	1	1.0
<ZJ>L/		1	Uzziel	16	1.0
<ZJ>L=/		1	Aziel	1	1.0
<ZJ>LJ/		1	Uzzielite	2	1.0
<ZJH/		1	Uzziah	8	1.0
<ZJZ>/		1	Aziza	1	1.0
<ZMWT/		1	Azmaveth	8	1.0
<ZN/		1	Azzan	1	1.0
<ZNJH/		1	vulture	2	1.0
<ZQH/		1	Azekah	7	1.0
<ZR/		1	support, help; helper(s)	20	1.0
<ZR>/		1	Ezra	22	1.0
<ZR>L/		1	Azarel	6	1.0
<ZRH/		1	support, help, helper(s)	26	1.0
<ZRH=/		1	fence; outer court	6	0.667
<ZRH=/		2	precinct	3	0.333
<ZRJ=/		1	Ezri	1	1.0
<ZRJ>L/		1	Azriel	3	1.0
<ZRJH/		1	Azariah	32	1.0
<ZRJQM/		1	Azrikam	6	1.0
<ZR[	hif	1	help	1	1.0
<ZR[	nif	1	be helped	4	1.0
<ZR[	qal	1	help, assist	54	0.982
<ZR[	qal	2	the [one	1	0.018
<ZTJ/		1	from Gaza	2	1.0
<ZWBH/		1	Azubah	4	1.0
<ZWR/		1	Azzur	3	1.0
<ZWZ/		1	strength, fierceness	1	1.0
<ZWZ=/		1	powerful	2	1.0
<ZZ/		1	Azaz	1	1.0
<ZZJHW/		1	Azaziah	3	1.0
<ZZ[	hif	1	show (a defiant face); appear with (a defiant face)	1	0.5
<ZZ[	hif	2	he makes firm	1	0.5
<ZZ[	qal	1	be strong, prevail	4	0.571
<ZZ[	qal	2	it is strong	1	0.143
<ZZ[	qal	3	became strong	1	0.143
<ZZ[	qal	4	it gives strength	1	0.143
></		1	wood; beam	2	0.667
></		2	a beam	1	0.333
>B/		1	father	1209	0.994
>B/		2	king	3	0.002
>B/		3	O	1	0.001
>B/		4	temple	1	0.001
>B/		5	greatness	1	0.001
>B/		6	the records	1	0.001
>B<B<T/		1	blisters, boils	2	1.0
>B=/		1	bud, shoot	1	0.5
>B=/		2	the green shoots	1	0.5
>BDH/		1	a lost thing	3	0.75
>BDH/		2	lost	1	0.25
>BDN/		1	destruction	1	1.0
>BDWN/		1	(place of) destruction	5	1.0
>BD[	hif	1	exterminate	21	0.913
>BD[	hif	2	about to destroy	1	0.043
>BD[	hif	3	destroys	1	0.043
>BD[	piel	1	destroy	30	0.909
>BD[	piel	2	certainly (destroy)	1	0.03
>BD[	piel	3	causing to stray	1	0.03
>BD[	piel	4	count as lost	1	0.03
>BD[	qal	1	perish	106	0.955
>BD[	qal	2	certainly (perish)	3	0.027
>BD[	qal	3	wandering	1	0.009
>BD[	qal	4	of about to perish	1	0.009
>BGT>/		1	Abagtha	1	1.0
>BH/		1	reed	1	1.0
>BH[	qal	1	accede, accept	50	0.926
>BH[	qal	2	it yielded	4	0.074
>BJ/		1	Abijah	1	1.0
>BJ<ZR/		1	Abiezer	7	1.0
>BJ>L/		1	Abiel	3	1.0
>BJ>SP/		1	Abiasaph	1	1.0
>BJB/		1	ears of barley; Abib (month)	6	0.75
>BJB/		2	young barley ear	2	0.25
>BJCG/		1	Abishag	5	1.0
>BJCJ/		1	Abishai	19	1.0
>BJCLWM/		1	Abishalom	2	1.0
>BJCW</		1	Abishua	5	1.0
>BJCWR/		1	Abishur	2	1.0
>BJD</		1	Abida	2	1.0
>BJDN/		1	Abidan	5	1.0
>BJGJL/		1	Abigail	17	1.0
>BJH/		1	Abijah	23	1.0
>BJHJL/		1	Abihail	2	1.0
>BJHW>/		1	Abihu	12	1.0
>BJHWD/		1	Abihud	1	1.0
>BJM/		1	Abijah	5	1.0
>BJM>L/		1	Abimael	2	1.0
>BJMLK/		1	Abimelech	67	1.0
>BJN<M/		1	Abinoam	4	1.0
>BJNDB/		1	Abinadab	13	1.0
>BJR/		1	strong, powerful	11	0.917
>BJR/		2	O mighty	1	0.083
>BJR=/		1	strong	6	1.0
>BJRM/		1	Abiram	11	1.0
>BJSP/		1	Ebiasaph	3	1.0
>BJTR/		1	Abiathar	30	1.0
>BJVL/		1	Abital	2	1.0
>BJVWB/		1	Abitub	1	1.0
>BJWN/		1	poor, oppressed	52	1.0
>BJWNH/		1	caper-fruit	1	1.0
>BK[	hit	1	swirl, billow	1	1.0
>BL==/		1	(rites of) mourning	24	1.0
>BL===/		1	in mourning	4	0.571
>BL===/		2	mourning	3	0.429
>BL[	hif	1	cause to mourn	2	1.0
>BL[	hit	1	mourn	17	0.944
>BL[	hit	2	play the mourner	1	0.056
>BL[	qal	1	mourn	10	0.667
>BL[	qal	2	it has dried up	4	0.267
>BL[	qal	3	it will dry up	1	0.067
>BL_HCVJM/		1	Abel Shittim	1	1.0
>BL_KRMJM/		1	Abel Keramim	1	1.0
>BL_MJM/		1	Abel Maim	1	1.0
>BL_MXWLH/		1	Abel Meholah	2	1.0
>BL_MYRJM/		1	Abel Mizraim	1	1.0
>BN/		1	stone	271	0.996
>BN/		2	O stones	1	0.004
>BN=/		1	potter's wheel; midwife's stool?	2	1.0
>BNR/		1	Abner	61	0.968
>BNR/		2	O Abner	2	0.032
>BNV/		1	girdle	9	1.0
>BN_H<ZR/		1	Ebenezer	3	1.0
>BQ/		1	dust	6	1.0
>BQH/		1	scent-powder	1	1.0
>BR/		1	wing	3	1.0
>BRH/		1	wing	4	1.0
>BRHM/		1	Abraham	173	0.989
>BRHM/		2	O Abraham	2	0.011
>BRK		1	(uncertain)	1	1.0
>BRM/		1	Abram	60	0.984
>BRM/		2	O Abram	1	0.016
>BS[	qal	1	fatten	2	1.0
>BT/		1	Oboth	4	1.0
>BVJX/		1	water-melon	1	1.0
>BWJ/		1	uneasiness	1	1.0
>BWS/		1	manger	2	0.667
>BWS/		2	trough	1	0.333
>BXH/		1	slaughter?	1	1.0
>BY/		1	Ebez	1	1.0
>BYN/		1	Ibzan	2	1.0
>C/		1	fire	377	0.997
>C/		2	O fire	1	0.003
>C<N/		1	Eshan	1	1.0
>CB</		1	Ashbea	1	1.0
>CB<L/		1	Esh-Baal	2	1.0
>CBL/		1	Ashbel	3	1.0
>CBLJ/		1	Ashbelite	1	1.0
>CBN/		1	Eshban	2	1.0
>CD/		1	slope	2	1.0
>CDWD/		1	Ashdod	15	1.0
>CDWDJ/		1	from Ashdod	5	1.0
>CH/		1	woman; each woman	770	0.986
>CH/		2	than a woman	3	0.004
>CH/		3	than women	2	0.003
>CH/		4	O women	2	0.003
>CH/		5	O wives	1	0.001
>CH/		6	his own wife	1	0.001
>CH/		7	O wife	1	0.001
>CH/		8	every woman	1	0.001
>CH=/		1	offering by fire	63	0.969
>CH=/		2	my fire	2	0.031
>CJCH/		1	raisin cake	3	0.75
>CJCH/		2	(of) cakes	1	0.25
>CJM>/		1	Ashima	1	1.0
>CK/		1	testicle	1	1.0
>CKL/		1	Eshcol	2	1.0
>CKL=/		1	Eshcol	4	1.0
>CKNZ/		1	Ashkenaz	3	1.0
>CKR/		1	tribute	1	0.5
>CKR/		2	a gift	1	0.5
>CKWL/		1	cluster of grapes	6	0.667
>CKWL/		2	the cluster of grapes	2	0.222
>CKWL/		3	of grapes	1	0.111
>CL/		1	tamarisk	2	0.667
>CL/		2	a tamarisk tree	1	0.333
>CM/		1	guilt, wrong; guilt offering	46	1.0
>CM=/		1	guilty	3	1.0
>CMH/		1	guilt	17	1.0
>CM[	hif	1	punish	1	1.0
>CM[	nif	1	bear punishment	1	1.0
>CM[	qal	1	trespass, be guilty; expiate guilt	32	0.97
>CM[	qal	2	he became guilty	1	0.03
>CNB/		1	window	2	1.0
>CNH/		1	Ashnah	2	1.0
>CP/		1	conjurer, necromancer, enchanter	2	1.0
>CPH/		1	quiver	6	1.0
>CPNZ/		1	Ashpenaz	1	1.0
>CPR/		1	date cake	2	1.0
>CPT/		1	refuse heap	4	0.571
>CPT/		2	ash heap	3	0.429
>CQLWN/		1	Ashkelon	12	1.0
>CQLWNJ/		1	from Ashkelon	1	1.0
>CR		1	who, which, that	372	0.995
>CR		2	belong] to which	1	0.003
>CR		3	since	1	0.003
>CR=/		1	fortune; happiness	45	1.0
>CR==/		1	Asher	43	1.0
>CR===/		1	happiness	1	1.0
>CRH/		1	Asherah; cult-post	40	1.0
>CRJ/		1	from Asher	1	1.0
>CT>L/		1	Eshtaol	7	1.0
>CT>LJ/		1	Eshtaolite	1	1.0
>CTDWR/		1	revolt	2	1.0
>CTM</		1	Eshtemoa	5	0.833
>CTM</		2	Eshtemoh	1	0.167
>CTWN/		1	Eshton	2	1.0
>CWR/		1	Assyria; Assyrian (as gentilic)	145	1.0
>CWRJ/		1	Ashurite	1	1.0
>CWRJM/		1	Asshurites	1	1.0
>CXWR/		1	Ashhur	2	1.0
>D/		1	stream?; mist?	1	0.5
>D/		2	mist	1	0.5
>DB>L/		1	Abdeel	2	1.0
>DB[	hif	1	sicken	1	1.0
>DD/		1	Hadad	1	1.0
>DJR/		1	mighty; nobles (n, pl)	23	0.958
>DJR/		2	O noble	1	0.042
>DLJ>/		1	Adalia	1	1.0
>DM/		1	man	549	0.998
>DM/		2	a human person	1	0.002
>DM=/		1	red, brown	5	0.714
>DM=/		2	redness	1	0.143
>DM=/		3	ruddy	1	0.143
>DM==/		1	ruby? (red precious stone)	3	1.0
>DM===/		1	Adam	1	1.0
>DMDM/		1	reddish	6	1.0
>DMH/		1	ground	222	0.996
>DMH/		2	O land	1	0.004
>DMH=/		1	Admah	5	1.0
>DMH==/		1	Adamah	2	1.0
>DMNJ/		1	red, red-brown	3	1.0
>DMT>/		1	Admatha	1	1.0
>DM[	hif	1	be red	1	1.0
>DM[	hit	1	look reddish	1	1.0
>DM[	pual	1	dyed red, rubbed with reddle	6	0.857
>DM[	pual	2	red	1	0.143
>DM[	qal	1	be red	1	1.0
>DN/		1	pedestal, socket	57	1.0
>DN=/		1	Addon	1	1.0
>DNJ/		1	Lord	419	0.995
>DNJ/		2	belong]	1	0.002
>DNJ/		3	O	1	0.002
>DNJH/		1	Adonijah	7	1.0
>DNJQM/		1	Adonikam	3	1.0
>DNJRM/		1	Adoniram	2	1.0
>DNJ_BZQ/		1	Adoni-Bezek	3	1.0
>DNJ_YDQ/		1	Adoni-Zedek	2	1.0
>DR/		1	majesty	1	0.5
>DR/		2	the magnificence	1	0.5
>DR</		1	arm; force	1	1.0
>DR<J/		1	Edrei	8	1.0
>DR==/		1	Addar	1	1.0
>DRM/		1	Adoniram	2	1.0
>DRMLK/		1	Adrammelech	1	1.0
>DRMLK=/		1	Adrammelech	2	1.0
>DRT/		1	splendor; robe	10	0.833
>DRT/		2	splendor	2	0.167
>DRZD>		1	with zeal; correctly	1	1.0
>DR[	hif	1	make glorious	1	1.0
>DR[	nif	1	be majestic	2	1.0
>DW/		1	Iddo	2	1.0
>DWM/		1	Edom	100	1.0
>DWN/		1	lord, master	330	0.991
>DWN/		2	O lord	2	0.006
>DWN/		3	the owner(s)	1	0.003
>DWRJM/		1	Adoraim	1	1.0
>FR>L/		1	Asarel	1	1.0
>FR>LH/		1	Asarelah	1	1.0
>FRJ>L/		1	Asriel	3	1.0
>FRJ>LJ/		1	Asrielite	1	1.0
>G>/		1	Agee	1	1.0
>GDH/		1	band, bunch; vault?	1	0.25
>GDH/		2	band	1	0.25
>GDH/		3	bindings	1	0.25
>GDH/		4	vault	1	0.25
>GG/		1	Agag	7	0.875
>GG/		2	than Agag	1	0.125
>GGJ/		1	Agagite	5	1.0
>GL/		1	drop	1	1.0
>GLJM/		1	Eglaim	1	1.0
>GM/		1	reedy pool	8	0.889
>GM/		2	reed-pools	1	0.111
>GM=/		1	sad	1	1.0
>GMWN/		1	rush	4	0.8
>GMWN/		2	a cord	1	0.2
>GN/		1	bowl	3	1.0
>GP/		1	troop	7	1.0
>GRP/		1	fist	2	1.0
>GRT/		1	(official, commercial) letter	10	1.0
>GRVL/		1	basket	2	1.0
>GR[	qal	1	gather	3	1.0
>GWR/		1	Agur	1	1.0
>GWRH/		1	payment	1	1.0
>GWZ/		1	nut	1	1.0
>HB/		1	display of love	1	1.0
>HB=/		1	gift of love; charm	2	1.0
>HBH/		1	love	29	0.935
>HBH/		2	leather	1	0.032
>HBH/		3	O love	1	0.032
>HB[	nif	1	be lovable	1	1.0
>HB[	piel	1	be friend, lover	13	1.0
>HB[	qal	1	love, like	152	0.956
>HB[	qal	2	one] whom it loves	4	0.025
>HB[	qal	3	O love	1	0.006
>HB[	qal	4	[one	1	0.006
>HB[	qal	5	lovers	1	0.006
>HD/		1	Ohad	2	1.0
>HH		1	alas	15	1.0
>HL/		1	tent	336	1.0
>HL==/		1	aloe	4	1.0
>HLH/		1	Oholah	5	1.0
>HLJ>B/		1	Oholiab	5	1.0
>HLJBH/		1	Oholibah	5	0.833
>HLJBH/		2	O Oholibah	1	0.167
>HLJBMH/		1	Oholibamah	7	1.0
>HLJBMH=/		1	Oholibamah	1	1.0
>HL[	piel	1	pitch a tent	1	1.0
>HL[	qal	1	pitch a tent	2	1.0
>HRN/		1	Aaron	347	1.0
>HW>/		1	Ahava	3	1.0
>HWD/		1	Ehud	9	1.0
>J/		1	coast, island, region	31	0.861
>J/		2	O islands	3	0.083
>J/		3	coast	2	0.056
>J<ZR/		1	Iezer	1	1.0
>J<ZRJ/		1	Iezerite	1	1.0
>JBH/		1	enmity	5	1.0
>JB[	qal	1	be an enemy to	281	0.996
>JB[	qal	2	than	1	0.004
>JC/		1	man; human being; somebody; each one	2174	0.995
>JC/		2	O people	3	0.001
>JC/		3	a male	2	0.001
>JC/		4	one	1	0.0
>JC/		5	any	1	0.0
>JC/		6	O men	1	0.0
>JC/		7	of humankind	1	0.0
>JC/		8	than a person	1	0.0
>JC/		9	than anyone	1	0.0
>JC/		10	than someone	1	0.0
>JCHWD/		1	Ishhod	1	1.0
>JCWN/		1	pupil of eye	3	0.75
>JCWN/		2	middle	1	0.25
>JD/		1	disaster, calamity	24	1.0
>JH		1	where (interr)	45	1.0
>JH=/		1	Ayyah	6	1.0
>JK		1	how (interr)	61	1.0
>JKH		1	how, in what way (interr)	17	1.0
>JKH=		1	where	1	1.0
>JL/		1	fallow deer (buck; doe)	11	1.0
>JL=/		1	ram; leader of a nation	161	1.0
>JL==/		1	mighty tree	3	1.0
>JL===/		1	gatepost	22	1.0
>JL====/		1	strength; help	1	1.0
>JLH/		1	hind	1	1.0
>JLM/		1	vestibule	49	1.0
>JLM=/		1	Elim	4	1.0
>JLN/		1	tree	1	1.0
>JLT/		1	Elath	8	1.0
>JLT=/		1	hind	3	1.0
>JLWN/		1	Elon	4	1.0
>JLWN=/		1	Elon	1	1.0
>JLWN==/		1	Aijalon	9	1.0
>JLWT/		1	strength; help	1	1.0
>JL_P>RN/		1	El Paran	1	1.0
>JM/		1	terrible	2	0.667
>JM/		2	terrifying	1	0.333
>JMH/		1	terror, dread	16	1.0
>JMJ/		1	Emites	3	1.0
>JN/		1	non-existence; there is not	8	1.0
>JPH		1	where (interr)	10	1.0
>JPH/		1	ephah (grain measure)	40	1.0
>JTJ>L/		1	Ithiel	3	1.0
>JTMR/		1	Ithamar	21	1.0
>JTN/		1	perennial (adj, n); constant	5	0.385
>JTN/		2	enduring	4	0.308
>JTN/		3	permanence	1	0.077
>JTN/		4	its normal	1	0.077
>JTN/		5	long established	1	0.077
>JTN/		6	constant	1	0.077
>JWB/		1	Job	55	0.948
>JWB/		2	O Job	3	0.052
>JZBL/		1	Jezebel	22	1.0
>K		1	only; surely; however	110	0.982
>K		2	just	2	0.018
>KCP/		1	Acshaph	3	1.0
>KD/		1	Akkad	1	1.0
>KJC/		1	Achish	21	1.0
>KJLH/		1	food	1	1.0
>KL/		1	food	42	0.977
>KL/		2	the meal	1	0.023
>KL=/		1	(uncertain)	1	1.0
>KLH/		1	food	17	0.944
>KLH/		2	devouring	1	0.056
>KL[	hif	1	feed	3	0.333
>KL[	hif	2	feed	2	0.222
>KL[	hif	3	about	1	0.111
>KL[	hif	4	about to make eat	1	0.111
>KL[	hif	5	I fed	1	0.111
>KL[	hif	6	give	1	0.111
>KL[	nif	1	be eaten	43	0.956
>KL[	nif	2	ever (eaten)	1	0.022
>KL[	nif	3	they will be devoured	1	0.022
>KL[	pasq	1	eat	1	1.0
>KL[	pual	1	be consumed	3	0.75
>KL[	pual	2	you will be eaten	1	0.25
>KL[	qal	1	eat, devour	657	0.994
>KL[	qal	2	freely (eat)	1	0.002
>KL[	qal	3	completely (consume)	1	0.002
>KL[	qal	4	I want to eat	1	0.002
>KL[	qal	5	food	1	0.002
>KN		1	truly, indeed	18	1.0
>KP/		1	pressure	1	1.0
>KR/		1	farmer	6	0.857
>KR/		2	O farmers	1	0.143
>KZB/		1	deceptive	1	0.5
>KZB/		2	become] (into) a deceitful thing	1	0.5
>KZJB/		1	Aczib	3	1.0
>KZR/		1	cruel; fierce	2	0.5
>KZR/		2	fierce	1	0.25
>KZR/		3	become] (into) cruel	1	0.25
>KZRJ/		1	cruel; fierce	8	1.0
>KZRJWT/		1	cruelty	1	1.0
>L		1	toward (prep), unto; towards	266	1.0
>L<D/		1	Elead	1	1.0
>L<DH/		1	Eleadah	1	1.0
>L<FH/		1	Elasah	6	1.0
>L<WZJ/		1	Eluzai	1	1.0
>L<ZR/		1	Eleazar	72	1.0
>L=		1	no, not	10	0.714
>L=		2	al-	4	0.286
>L=/		1	nothing	1	1.0
>L>/		1	Ela	1	1.0
>LD<H/		1	Eldaah	2	1.0
>LDD/		1	Eldad	2	1.0
>LGBJC/		1	hail	3	1.0
>LH		1	these	745	0.999
>LH		2	these things	1	0.001
>LH/		1	mighty tree	13	1.0
>LH=/		1	curse; oath	34	1.0
>LH==/		1	tall tree, terebinth?	1	1.0
>LHJM/		1	God; gods; god	2597	0.998
>LHJM/		2	Elohey	1	0.0
>LHJM/		3	his own god	1	0.0
>LHJM/		4	be] like God	1	0.0
>LHJM/		5	than God	1	0.0
>LJ<M/		1	Eliam	2	1.0
>LJ<ZR/		1	Eliezer	14	1.0
>LJ>B/		1	Eliab	21	1.0
>LJ>L/		1	Eliel	10	1.0
>LJ>TH/		1	Eliathah	1	1.0
>LJC</		1	Elisha	57	0.983
>LJC</		2	O Elisha	1	0.017
>LJCB</		1	Elisheba	1	1.0
>LJCH/		1	Elishah	3	1.0
>LJCJB/		1	Eliashib	17	1.0
>LJCM</		1	Elishama	17	1.0
>LJCPV/		1	Elishaphat	1	1.0
>LJCW</		1	Elishua	2	1.0
>LJD</		1	Eliada	4	1.0
>LJDD/		1	Elidad	1	1.0
>LJH/		1	fat tail	5	1.0
>LJH=/		1	Elijah	8	1.0
>LJHW<JNJ/		1	Eliehoenai	2	1.0
>LJHW=/		1	Elihu	2	1.0
>LJL/		1	worthless; pagan gods	20	1.0
