strong	lemma	en	es	fr	pt	zh	zh-Hant
G0254	ἅλυσις	chain	cadena	chaîne		锁链	鎖鏈
G0255	ἀλυσιτελής	unprofitable	sin ventaja	sans avantage		无益的;没有好处的;没有帮助的	無益的;沒有好處的;沒有幫助的
G0256	Ἁλφαῖος	Alphaeus	Alfeo	Alphée		亚勒腓,《思》阿耳斐	亞勒腓,《思》阿耳斐
G0257	ἅλων	threshing-floor	piso de trilla	aire de battage		打谷场;碾禾场	打穀場;碾禾場
G0258	ἀλώπηξ	fox	zorro	renard		狐狸;豺狼	狐狸;豺狼
G0259	ἅλωσις	capture	capturar	capture		捕捉;抓	捕捉;抓
G0260	ἅμα	together	al mismo tiempo	en même temps		同时;一起	同時;一起
G0261	ἀμαθής	ignorant	deseducado	inculte		没有受教育的;无学问的;没有知识的;无知的	沒有受教育的;無學問的;沒有知識的;無知的
G0262	ἀμαράντινος	unfading	inmarcesible	inaltérable		不会褪色的;不失光彩的;保留其美好特性的;不衰残的;不朽的	不會褪色的;不失光彩的;保留其美好特性的;不衰殘的;不朽的
G0263	ἀμάραντος	unfading	inmarcesible	inaltérable		不会褪色的;不失光彩的;保留其美好特性的;不衰残的;不朽的	不會褪色的;不失光彩的;保留其美好特性的;不衰殘的;不朽的
G0264	ἁμαρτάνω	sin	pecar	pécher		犯罪;做不法的事	犯罪;做不法的事
G0265	ἁμάρτημα	sin	pecado	péché		罪;过犯	罪;過犯
G0266	ἁμαρτία	sin	pecar	pécher		犯罪;做不法的事;罪	犯罪;做不法的事;罪
G0267	ἀμάρτυρος	without witness	sin testigo	sans témoignage		没有证据	沒有證據
G0268	ἁμαρτωλός	sinful	pecaminoso	pécheur		有罪的;犯罪的	有罪的;犯罪的
G0269	ἄμαχος	peacable	no contencioso	non querelleur		不与人争吵的;温和的	不與人爭吵的;溫和的
G0270	ἀμάω	mow	segar	faucher		割草;收割庄稼	割草;收割莊稼
G0271	ἀμέθυστος	amethyst	amatista	améthyste		紫晶,紫水晶	紫晶,紫水晶
G0272	ἀμελέω	neglect	descuidar	négliger		不理;不理会;忽略;轻忽;不注意	不理;不理會;忽略;輕忽;不注意
G0273	ἄμεμπτος	blameless	irreprochable	irréprochable		无可指责的;无过失的;无罪的;无辜的	無可指責的;無過失的;無罪的;無辜的
G0274	ἀμέμπτως	blamelessly	irreprochable	irréprochable		无可指责的;无过失的;无罪的;无辜的	無可指責的;無過失的;無罪的;無辜的
G0275	ἀμέριμνος	untroubled	sin preocupación	sans inquiétude		无所挂虑;一无挂虑;无忧无虑	無所掛慮;一無掛慮;無憂無慮
G0276	ἀμετάθετος	unchangeable	no cambiante	ne changeant pas		不更改;从不更改	不更改;從不更改
G0277	ἀμετακίνητος	immovable	firme	ferme		坚定;不摇动;稳定	堅定;不搖動;穩定
G0278	ἀμεταμέλητος	irrevocable	no arrepentido	ne pas regretter		不后悔的;没有遗憾的;不感到抱歉的	不後悔的;沒有遺憾的;不感到抱歉的
G0279	ἀμετανόητος	unrepentant	no arrepentido	impénitent		不悔改的;不肯悔改的;不归向上帝的;拒绝归向上帝的	不悔改的;不肯悔改的;不歸向上帝的;拒絕歸向上帝的
G0280	ἄμετρος	immoderate	excesivo	excessif		过多的;超过限度;在范围以外	過多的;超過限度;在範圍以外
G0281	ἀμήν	amen	verdaderamente	vraiment		真实地;实在;确实地;郑重地	真實地;實在;確實地;鄭重地
G0282	ἀμήτωρ	motherless	sin madre	sans mère		无母	無母
G0283	ἀμίαντος	pure	sin mancha	immaculé		没有玷污的;没有污秽的;无玷污的;不污损的	沒有玷污的;沒有污穢的;無玷污的;不污損的
G0284	Ἀμιναδάβ	Amminadab	Aminadab	Amminadab		亚米拿达;《思》阿米纳达布	亞米拿達;《思》阿米納達布
G0285	ἄμμος	sand	arena	sable		海滩	沙
G0286	ἀμνός	lamb	cordero	agneau		羔羊	羔羊
G0287	ἀμοιβή	repayment	recompensa	compensation		报偿;偿还;报答;回报	報償;償還;報答;回報
G0288	ἄμπελος	vine	vid	vigne cultivée		葡萄,葡萄树	葡萄,葡萄樹
G0289	ἀμπελουργός	vine-worker	viñador	vigneron		管理葡萄园的人;葡萄园园丁;葡萄园工人	管理葡萄園的人;葡萄園園丁;葡萄園工人
G0290	ἀμπελών	vineyard	viñedo	vignoble		葡萄园	葡萄園
G0291	Ἀμπλιᾶτος	Ampliatus	Amplias	Ampliatus		暗伯利;《思》安仆里雅	暗伯利;《思》安仆里雅
G0292	ἀμφιβάλλω	defend	ayudar	aider		帮助;保护;护庇	幫助;保護;護庇
G0293	ἀμφίβληστρον	net	esparavel	filet à lancer		渔网	漁網
G0294	ἀμφιέννυμι	clothe	vestir	habiller		穿衣	穿衣
G0295	Ἀμφίπολις	Amphipolis	Anfípolis	Amphipolis		暗妃坡里/暗妃波里;《思》安非颇里	暗妃坡里/暗妃波里;《思》安非頗里
G0296	ἄμφοδον	street	calle de la ciudad	rue		城市街道	城市街道
G0297	ἀμφοτερός	both	ambos	les deux		两样;两者;两个都	兩樣;兩者;兩個都
G0298	ἀμώμητος	blameless	irreprochable	irréprochable		无可指责的;无缺点的;做一个无可指责的人	無可指責的;無缺點的;做一個無可指責的人
G0299	ἄμωμος	blameless	sin mancha	sans défaut		无缺点的;没有瑕疵的	無缺點的;沒有瑕疵的
G0300		Amos	Amós	Amos		亚们;《思》阿孟	亞們;《思》阿孟
G0301	Ἀμώς	Amos	Amós *				
G0302	ἄν	if	sería	[verbe au conditionnel]		(虚词)会;能;应该;必	(虛詞)會;能;應該;必
G0303	ἀνά	each	cada	chacun		每个;每一;每......一组	每個;每一;每......一組
G0304	ἀναβαθμός	stairs	peldaño	marche		台阶;阶梯	台階;階梯
G0305	ἀναβαίνω	ascend	subir	se lever		上来;上升;攀登	上來;上升;攀登
G0306	ἀναβάλλω	defer	aplazar una audiencia	reporter une audience		延期听讼;停止听讼并推迟到以后	延期聽訟;停止聽訟並推遲到以後
G0307	ἀναβιβάζω	pull up	sacar	remonter		拉起;向上拖动	拉起;向上拖動
G0308	ἀναβλέπω	look up	mirar hacia arriba	lever les yeux		抬头看;向上看;仰望;举目望天	抬頭看;向上看;仰望;舉目望天
G0309	ἀνάβλεψις	recovery of sight	obtener la vista	voir de nouveau		获得视力;能够看见;恢复视力	獲得視力;能夠看見;恢復視力
G0310	ἀναβοάω	cry out	clamar	crier		大声喊叫;尖叫	大聲喊叫;尖叫
G0311	ἀναβολή	delay	posponer	remettre		延迟;耽误;耽延	延遲;耽誤;耽延
G0312	ἀναγγέλλω	report	anunciar	annoncer		宣布;通知;告诉	宣佈;通知;告訴
G0313	ἀναγεννάω	beget	causar que nazca de nuevo	faire renaître		使重生;获得新生	使重生;獲得新生
G0314	ἀναγινώσκω	read	leer	lire		念;诵读	念;誦讀
G0315	ἀναγκάζω	compel	obligar	obliger		强迫;迫使;催促;勉强	強迫;迫使;催促;勉強
G0316	ἀναγκαῖος	necessary	necesario	nécessaire		必要的;必须;不可缺少的	必要的;必須;不可缺少的
G0317	ἀναγκαστῶς	necessarily	por obligación	par obligation		出于义务;有责任;应该;勉强	出於義務;有責任;應該;勉強
G0318	ἀνάγκη	necessity	dificultad	difficulté		困难;痛苦;灾难;动荡不安的时代	困難;痛苦;災難;動蕩不安的時代
G0319	ἀναγνωρίζω	recognize	hacer reconocido	se faire reconnaître		使自己被认出;使再次认识	使自己被認出;使再次認識
G0320	ἀνάγνωσις	reading	leer	lire		念;诵读	念;誦讀
G0321	ἀνάγω	lead	llevar	amener		带上来;领上来	帶上來;領上來
G0322	ἀναδείκνυμι	appoint	dar a conocer	faire connaître		指明;指示;显明;启示	指明;指示;顯明;啟示
G0323	ἀνάδειξις	public appearance	dar a conocer	faire connaître		指明;指示;显明;启示;公开	指明;指示;顯明;啟示;公開
G0324	ἀναδέχομαι	receive	dar la bienvenida	accueillir		欢迎;接纳;接待;款待	歡迎;接納;接待;款待
G0325	ἀναδίδωμι	deliver	transferir	remettre		呈交;送呈	呈交;送呈
G0326	ἀναζάω	revive	volver a la vida	revenir à la vie		活过来;再次活着;复活	活過來;再次活著;復活
G0327	ἀναζητέω	search	buscar	chercher		寻找;搜寻;试着寻找;找	尋找;搜尋;試著尋找;找
G0328	ἀναζώννυμι	gird	tener la mente lista para la acción	avoir l'esprit prêt à agir		做好思想准备去行动;准备好学习和思考;保持警惕	做好思想準備去行動;準備好學習和思考;保持警惕
G0329	ἀναζωπυρέω	rekindle	reactivar	réactiver		烧旺;重新燃起;使恢复活力;再次活跃	燒旺;重新燃起;使恢復活力;再次活躍
G0330	ἀναθάλλω	renew	estar de nuevo en una posición para	être à nouveau en position de		再次发生;像从前一样	再次發生;像從前一樣
G0331	ἀνάθεμα	devoted	maldición	malédiction		诅咒	詛咒
G0332	ἀναθεματίζω	take an oath	maldecir	jurer		赌咒;诅咒	賭咒;詛咒
G0333	ἀναθεωρέω	contemplate	observar	observer		仔细观察;留心看	仔細觀察;留心看
G0334	ἀνάθεμα	vow offering	ofrenda	offrande		供物;供奉的礼物	供物;供奉的禮物
G0335	ἀναίδεια	shamelessnes	insolencia	insolence		无礼;厚颜;不知羞耻;一再地恳求;毫无羞耻地求	無禮;厚顏;不知羞恥;一再地懇求;毫無羞恥地求
G0336	ἀναίρεσις	murder	matar	tuer		杀害;处死;杀人	殺害;處死;殺人
G0337	ἀναιρέω	kill	matar	tuer		杀害;处死;杀人	殺害;處死;殺人
G0338	ἀναίτιος	innocent	inocente	innoncent		无罪的;无辜的	無罪的;無辜的
G0339	ἀνακαθίζω	sit up	sentarse derecho	se redresser		坐起	坐起
G0340	ἀνακαινίζω	restore	renovar	renouveler		重新开始;恢复	重新開始;恢復
G0341	ἀνακαινόω	renew	hacer nuevo	rendre neuf		使变新;更新	使變新;更新
G0342	ἀνακαίνωσις	renewal	hacer nuevo	rendre neuf		使变新;更新	使變新;更新
G0343	ἀνακαλύπτω	unveil	revelar	dévoiler		揭开;揭去;除去遮盖	揭開;揭去;除去遮蓋
G0344	ἀνακάμπτω	return	retroceder	reculer		返回;归回	返回;歸回
G0345	ἀνάκειμαι	recline	reclinarse	s'allonger		斜倚;吃饭;坐下吃饭;坐席	斜倚;吃飯;坐下吃飯;坐席
G0346	ἀνακεφαλαιόω	summarise	unir	rassembler		结合在一起;归结	結合在一起;歸結
G0347	ἀνακλίνω	recline	acostarse	déposer		放下	放下
G0348		restrain	refrenar *				
G0349	ἀνακράζω	yell	gritar	crier		大声喊叫;尖叫	大聲喊叫;尖叫
G0350	ἀνακρίνω	investigate	examinar cuidadosamente	examiner attentivement		仔细查考;调查;深入研究	仔細查考;調查;深入研究
G0351	ἀνάκρισις	investigation	investigar en la corte	examiner au tribunal		在法庭上调查;听审;审问;审理	在法庭上調查;聽審;審問;審理
G0352	ἀνακύπτω	straighten up	enderezar	se redresser		直起来	直起來
G0353	ἀναλαμβάνω	take up	llevar (lejos)	(trans)porter		带走;移走;拿去	帶走;移走;拿去
G0354	ἀνάλημψις	ascension	ser llevado hacia arriba	être repris		被接上升,被接升天	被接上升,被接升天
G0355	ἀναλόω	consume	destruir	détruire		摧毁;消灭	摧毀;消滅
G0356	ἀναλογία	proportion	en relación a	par rapport à		按比例;按程度	按比例;按程度
G0357	ἀναλογίζομαι	consider	pensar cuidadosamente	penser avec sérieux		仔细考虑;全面地思考;反复思想;推论;论证	仔細考慮;全面地思考;反覆思想;推論;論證
G0358	ἄναλος	unsalty	sin sal	sans sel		没有盐;没有咸味	沒有鹽;沒有鹹味
G0359	ἀνάλυσις	departure	dejar esta vida	quitter ce monde		离世;去世;死亡;离开;离去	離世;去世;死亡;離開;離去
G0360	ἀναλύω	depart	retroceder	reculer		返回;归回	返回;歸回
G0361	ἀναλύω	sinless	inocente	non-coupable		无罪的;清白的	無罪的;清白的
G0362	ἀναμένω	await	aguardar	attendre		等待;等候	等待;等候
G0363	ἀναμιμνῄσκω	remind	recordar	rappeler		提醒;使人记得;使人再次思考;想起	提醒;使人記得;使人再次思考;想起
G0364	ἀνάμνησις	remembrance	medios para recordar	en souvenir de		记念的方法;用作提醒的东西;记起;想起	記念的方法;用作提醒的東西;記起;想起
G0365	ἀνανεόω	renew	hacer nuevo	rendre neuf		使变新;更新;改换一新	使變新;更新;改換一新
G0366	ἀνανήφω	regain senses	regresar a los sentidos correctos	retrouver ses esprits		醒悟;恢复理智	醒悟;恢復理智
G0367	Ἁνανίας	Ananias	Ananías	Ananias		亚拿尼亚;《思》阿纳尼雅	亞拿尼亞;《思》阿納尼雅
G0368	ἀναντίρρητος	indisputable	no se puede negar	ne peut être nié		不能否认;没有反对;没有异议;无可争辩	不能否認;沒有反對;沒有異議;無可爭辯
G0369	ἀναντιρρήτως	without objection	no se puede negar	ne peut être nié		不能否认;没有反对;没有异议;无可争辩	不能否認;沒有反對;沒有異議;無可爭辯
G0370	ἀνάξιος	unworthy	no ser digno	être indigne		不值得的;无法胜任的;没有能力的;不配的	不值得的;無法勝任的;沒有能力的;不配的
G0371	ἀναξίως	unworthily	no ser digno	être indigne		不值得的;无法胜任的;没有能力的	不值得的;無法勝任的;沒有能力的
G0372	ἀνάπαυσις	rest	cesar	cesser		停止	停止
G0373	ἀναπαύω	give rest	hacer que descanse	faire se reposer		使休息;给予休息;使安息	使休息;給予休息;使安息
G0374	ἀναπείθω	persuade	persuadir	persuader		劝说;煽动	勸說;煽動
G0375	ἀναπέμπω	send back	enviar de vuelta	renvoyer		打发回去	打發回去
G0376	ἀνάπειρος	crippled	mutilado	estropié		伤残的;残缺不全的;跛脚的	傷殘的;殘缺不全的;跛腳的
G0377	ἀναπίπτω	recline	reclinarse	s'allonger		斜倚;吃饭;坐下吃饭;坐席	斜倚;吃飯;坐下吃飯;坐席
G0378	ἀναπληρόω	fulfil	completar	rendre complet		使完整;补足数目;满盈;积满	使完整;補足數目;滿盈;積滿
G0379	ἀναπολόγητος	inexcusable	estar sin excusa	être sans excuse		无可推诿;没有藉口	無可推諉;沒有藉口
G0380	ἀναπτύσσω	unroll	desenrollar un pergamino	dérouler un rouleau		打开,展开(书卷)	打開,展開(書卷)
G0381	ἀνάπτω	set fire	encender	enflammer		点燃;点火;生火;点灯	點燃;點火;生火;點燈
G0382	ἀναρίθμητος	countless	incontable	innombrable		不计其数;无数;不可胜数;无法数算	不計其數;無數;不可勝數;無法數算
G0383	ἀνασείω	incite	causar un alboroto	mobiliser contre		煽动反对;引发暴乱;引起骚动;煽动;挑唆	煽動反對;引發暴亂;引起騷動;煽動;挑唆
G0384	ἀνασκευάζω	upset	angustiar	tourmenter		使人感到痛苦;使人心烦意乱	使人感到痛苦;使人心煩意亂
G0385	ἀνασπάω	pull up	sacar	remonter		拉起;向上拖动	拉起;向上拖動
G0386	ἀνάστασις	resurrection	volver a la vida	revenir à la vie		活过来;再次活着;复活	活過來;再次活著;復活
G0387	ἀναστατόω	cause trouble	incitar	inciter à la révolte		煽动叛乱;导致造反;扰乱	煽動叛亂;導致造反;擾亂
G0388	ἀνασταυρόω	recrucify	crucificar de nuevo	crucifier à nouveau		重钉十字架	重釘十字架
G0389	ἀναστενάζω	sigh deeply	gemir profundamente	gémir intensément		呻吟;深深地叹息	呻吟;深深地歎息
G0390	ἀναστρέφω	live	retroceder	revenir		返回;归回	返回;歸回
G0391	ἀναστροφή	behaviour	vivir	vivre		生活态度;行事为人;行为表现;品行;行为;人生观	生活態度;行事為人;行為表現;品行;行為;人生觀
G0392	ἀνατάσσομαι	compile	organizar (un informe)	organiser (un récit)		编写(报告);编撰;写作;整理成书	編寫(報告);編撰;寫作;整理成書
G0393	ἀνατέλλω	rise	subir	se lever		上来;向上移动;升起	上來;向上移動;升起
G0394	ἀνατίθημι	set before	explicar	expliquer		解释;说清楚	解釋;說清楚
G0395	ἀνατολή	east	subir	se lever		上来;向上移动;升起	上來;向上移動;升起
G0396	ἀνατρέπω	overturn	tumbar	retourner		推翻;翻倒	推翻;翻倒
G0397	ἀνατρέφω	bring up	criar	élever		抚养;养育;抚养直至长大	撫養;養育;撫養直至長大
G0398	ἀναφαίνω	appear	pasar a ser visto	sur le point d'être manifeste		能被看见;显现;看得见;望见	能被看見;顯現;看得見;望見
G0399	ἀναφέρω	carry up	llevar	amener		带上来;领上来	帶上來;領上來
G0400	ἀναφωνέω	exclaim	clamar	s'écrier		高声呼喊;大声叫喊	高聲呼喊;大聲叫喊
