# non-dominant (polysemous) senses needing translation per language; the dominant sense of each (lex,stem) localizes for free via the per-stem gloss
lex	stem	sense	en_gloss	share
PLJV=/		2	survivors	0.2
PLJV=/		3	escapees	0.2
PLJV=/		4	O escapees	0.2
PLJVH/		2	the escaped thing	0.036
PLL=[	piel	2	I judged	0.333
PLL[	hit	2	will he intercede	0.013
PLL[	hit	3	about to pray	0.013
PLL[	hit	4	may someone pray	0.013
PLX/		2	slice	0.5
PNH/		2	his own	0.001
PNH/		3	forwards	0.001
PNH[	hif	2	he turned	0.429
PNH[	hof	2	turned	0.5
PNH[	piel	2	you made clear	0.25
PNH[	piel	3	people will make clear	0.125
PNH[	qal	2	faces	0.086
PNH[	qal	3	you turned to look	0.009
PNH[	qal	4	anyone turns	0.009
PQDH/		2	office	0.062
PQDH/		3	the visitation	0.031
PQDH/		4	store	0.031
PQDH/		5	care	0.031
PQDH/		6	their muster	0.031
PQDWN/		2	store	0.333
PQD[	hif	2	I entrust	0.12
PQD[	hof	2	it was entrusted	0.125
PQD[	hof	3	it will be visited	0.125
PQD[	hotp	2	they were mustered	0.25
PQD[	nif	2	it was empty	0.143
PQD[	nif	3	they were appointed	0.095
PQD[	nif	4	you will be mustered	0.048
PQD[	pual	2	I have been caused to miss	0.5
PQD[	qal	10	people	0.005
PQD[	qal	11	someone should injure	0.005
PQD[	qal	12	they will miss	0.005
PQD[	qal	13	people will miss	0.005
PQD[	qal	14	I will give attention to	0.005
PQD[	qal	15	you sought	0.005
PQD[	qal	2	attend to	0.01
PQD[	qal	3	[those	0.005
PQD[	qal	4	the expenses	0.005
PQD[	qal	5	someone enrolled	0.005
PQD[	qal	6	you will pay attention	0.005
PQD[	qal	7	actually (miss)	0.005
PQD[	qal	8	we missed	0.005
PQD[	qal	9	he deposited	0.005
PQJD/		2	an officer	0.154
PQJD/		3	deputy	0.077
PQJD/		4	appointees	0.077
PQJD/		5	the representative	0.077
PQX/		2	clear-sighted	0.5
PR</		2	hair	0.5
PR<H/		2	O Pharaoh	0.004
PR<[	hif	2	he had allowed lack of restraint	0.5
PR<[	qal	2	you ignored	0.25
PR<[	qal	3	running wild	0.083
PR<[	qal	4	acted as leaders	0.083
PR<[	qal	5	I will refrain	0.083
PR<[	qal	6	avoid	0.083
PR<[	qal	7	neglect	0.083
PRC/		2	a horseman	0.053
PRC/		3	warhorses	0.035
PRCH/		2	the full account	0.5
PRC[	pual	2	making clear	0.5
PRDS/		2	parks	0.333
PRDS/		3	forest	0.333
PRD[	hit	2	they have become dislocated	0.25
PRD[	hit	3	they are separated	0.25
PRD[	nif	2	it divided	0.083
PRF[	piel	2	scatters	0.25
PRF[	qal	2	they have chopped up	0.019
PRF[	qal	3	breaks	0.019
PRH[	hif	2	about	0.2
PRH[	hif	3	he made fruitful	0.2
PRH[	qal	2	bearing fruit	0.2
PRH[	qal	3	fruit-bearing	0.05
PRJ/		2	produce	0.017
PRJY/		2	violent	0.4
PRJY/		3	of the violent ones	0.2
PRM[	qal	2	torn	0.333
PRQ/		2	plunder	0.5
PRQ[	hit	2	tear off from yourselves	0.333
PRQ[	hit	3	they were torn off	0.333
PRQ[	qal	2	tears away	0.333
PRR[	hif	2	actually (break)	0.05
PRR[	hif	3	you annul	0.05
PRR[	hif	4	someone has broken	0.025
PRR[	hif	5	people have broken	0.025
PRR[	hif	6	they go wrong	0.025
PRR[	hif	7	it will fail	0.025
PRR[	hof	2	it will be frustrated	0.333
PRS[	hif	2	having hooves	0.083
PRS[	qal	2	people will break	0.5
PRT/		2	Perath	0.062
PRX/		2	bud	0.118
PRX[	hif	2	you cause to sprout	0.2
PRX[	hif	3	I make sprout	0.2
PRX[	hif	4	it will show buds	0.2
PRX[	qal	2	he will flourish	0.069
PRY[	qal	2	he has broken through	0.07
PRY[	qal	3	people have broken out	0.023
PRY[	qal	4	it broke out	0.023
PRY[	qal	5	he breaks open	0.023
PRY[	qal	6	they will burst open	0.023
PRY[	qal	7	he burst out	0.023
PRY[	qal	8	he distributed	0.023
PRZH/		2	the open regions	0.333
PSL/		2	my carved	0.032
PSX[	qal	2	he passed over	0.2
PSX[	qal	3	limping	0.2
PT/		2	crumbs	0.273
PT=/		2	forehead	0.5
PT>M		2	suddenness	0.04
PTH[	piel	2	entice	0.167
PTH[	piel	3	he will seduce	0.083
PTH[	piel	4	about	0.083
PTH[	pual	2	he will be persuaded	0.333
PTH[	qal	2	silly	0.2
PTH[	qal	3	a simple	0.2
PTH[	qal	4	it was gullible	0.2
PTH[	qal	5	opens	0.2
PTJL/		2	threads	0.091
PTL[	nif	2	I have wrestled	0.333
PTWX/		2	engraving	0.182
PTX/		2	O doors	0.012
PTX/		3	gates	0.006
PTX=[	piel	2	about to engrave	0.125
PTX[	nif	2	be let loose	0.111
PTX[	nif	3	they will be unstopped	0.056
PTX[	piel	2	he unharnessed	0.059
PTX[	piel	3	set free	0.059
PTX[	qal	2	generously (open)	0.021
PTX[	qal	3	about to open	0.021
PTX[	qal	4	someone will open	0.011
PTX[	qal	5	wide (open)	0.011
PTX[	qal	6	people	0.011
PWC[	qal	2	they paw the ground	0.333
PWC[	qal	3	you will skip about	0.333
PWG[	qal	2	it grows numb	0.333
PWK/		2	antimony	0.5
PWX[	qal	2	it will pant	0.182
PWX[	qal	3	I will blow	0.091
PWX[	qal	4	they inflame	0.091
PX=/		2	(the) bird-trap	0.08
PXD[	piel	2	fears	0.5
PXD[	qal	2	it will be in awe	0.091
PXD[	qal	3	they were afraid	0.091
PXZ[	qal	2	insolent	0.5
PYH[	qal	2	set	0.133
PYH[	qal	3	free	0.067
PZ/		2	of pure gold	0.444
PZ/		3	gold	0.111
Q>T/		2	owl	0.4
QB<[	qal	2	robbing	0.4
QBB[	qal	2	at all (curse)	0.125
QBH/		2	stomach	0.5
QBL[	piel	2	they took	0.3
QBL[	piel	3	take	0.1
QBR/		2	his own	0.03
QBR/		3	site	0.015
QBR[	qal	2	certainly (bury)	0.014
QBWRH/		2	his own	0.071
QBY[	piel	2	[those	0.03
QBY[	piel	3	about to gather	0.03
QBY[	qal	2	they gathered together	0.032
QBY[	qal	3	about to gather	0.032
QBY[	qal	4	collect	0.032
QC/		2	become] (into) stubble	0.062
QCH/		2	stiff	0.194
QCH/		3	fierce	0.056
QCH/		4	stern	0.056
QCH/		5	difficult	0.028
QCH/		6	cruel	0.028
QCH[	hif	2	he made stubborn	0.1
QCH[	hif	3	he made hard	0.1
QCH[	hif	4	harden	0.1
QCH[	hif	5	I will make stubborn	0.05
QCH[	hif	6	you have made difficult	0.05
QCH[	hif	7	has he shown stubbornness	0.05
QCR/		2	treason	0.312
QCR[	nif	2	it was joined together	0.5
QCR[	qal	2	people conspired	0.061
QCR[	qal	3	she tied	0.03
QCR[	qal	4	conspirators	0.03
QCT/		2	of the bowmen	0.013
QCT/		3	rainbow	0.013
QCX[	hif	2	it treats harshly	0.5
QDC/		2	holy	0.002
QDC/		3	holy person	0.002
QDC/		4	his own	0.002
QDC[	hif	2	treat	0.045
QDC[	hif	3	setting apart	0.045
QDC[	hif	4	setting apart as holy	0.023
QDC[	hif	5	set	0.023
QDC[	hit	2	they will make themselves holy	0.042
QDC[	hit	3	sanctify yourselves	0.042
QDC[	hit	4	purifying herself	0.042
QDC[	piel	2	you honored as holy	0.015
QDC[	piel	3	I will show holy	0.015
QDC[	piel	4	make holy	0.015
QDC[	qal	2	they became holy	0.1
QDC[	qal	3	it should be set apart	0.1
QDC[	qal	4	it become holy?	0.1
QDM/		2	long ago	0.025
QDM/		3	front	0.013
QDM/		4	forward	0.013
QDM/		5	the beginning	0.013
QDM/		6	beginnings	0.013
QDWC/		2	O	0.009
QDWC/		3	O holy	0.009
QHL[	hif	2	he called together	0.05
QHL[	hif	3	they made assemble	0.05
QHL[	hif	4	he will summon an assembly	0.05
QJY/		2	fruit	0.15
QL<[	qal	2	about to sling forth	0.5
QLH=[	nif	2	he will be dishonored	0.2
QLL[	hif	2	he treated with contempt	0.167
QLL[	hif	3	treat with contempt	0.083
QLL[	nif	2	I will demean myself	0.091
QLL[	nif	3	they will prove swift	0.091
QLL[	piel	2	[one	0.026
QLL[	piel	3	bringing a curse	0.026
QLL[	piel	4	he has shaken	0.026
QLL[	piel	5	he has sharpened	0.026
QLL[	qal	2	you are insignificant	0.25
QLL[	qal	3	they abated?	0.167
QLL[	qal	4	she became insignificant	0.083
QLL[	qal	5	I have become insignificant	0.083
QLWN/		2	O disgrace	0.059
QNH/		2	a stalk	0.032
QNH/		3	shaft	0.032
QNH/		4	cane	0.032
QNH/		5	become] (into) reed	0.016
QNH/		6	scale	0.016
QNH/		7	arm	0.016
QNH=[	qal	2	I have acquired	0.25
QNH=[	qal	3	you created	0.25
QNH[	qal	2	the [one	0.014
QNH[	qal	3	owner	0.014
QNH[	qal	4	people will buy	0.014
QNH[	qal	5	[those	0.014
QNH[	qal	6	let him get	0.014
QNJN/		2	property	0.4
QNJN/		3	creature	0.1
QNN[	piel	2	they made nests	0.25
QP>[	qal	2	are] thickening	0.5
QR<[	nif	2	it was torn apart	0.4
QR<[	nif	3	it tore	0.2
QR<[	qal	2	he has torn away	0.019
QR<[	qal	3	about to tear away	0.019
QR<[	qal	4	I tore away	0.019
QR<[	qal	5	you tear open	0.019
QR>[	qal	2	anyone	0.003
QR>[	qal	3	someone will invite	0.002
QR>[	qal	4	someone has proclaimed	0.002
QR>[	qal	5	people summoned	0.002
QR>[	qal	6	calling forth	0.002
QR>[	qal	7	about to summon	0.002
QR>[	qal	8	about to proclaim	0.002
QR>[	qal	9	people have read aloud	0.002
QRB/		2	within	0.009
QRB/		3	middle	0.005
QRB/		4	the inward part	0.005
QRB[	hif	2	he drew near	0.013
QRB[	hif	3	people will present	0.013
QRB[	hif	4	someone will present	0.006
QRB[	hif	5	bring	0.006
QRB[	nif	2	you will bring yourselves near	0.5
QRB[	piel	2	they have brought near	0.429
QRB[	piel	3	they have drawn near	0.143
QRB[	qal	2	draw	0.011
QRC/		2	boards	0.02
QRH[	hif	2	he made happen	0.333
QRH[	nif	2	he will meet	0.333
QRH[	nif	3	I found myself	0.167
QRH[	qal	2	it chanced on	0.167
QRJH/		2	than a town	0.034
QRQ</		2	the bottom	0.125
QRWB/		2	warriors	0.029
QRWB/		3	O near	0.014
QRWB/		4	nearby	0.014
QRX/		2	frost	0.286
QRX==/		2	O Korah	0.027
QRXT/		2	spot	0.25
QVN=/		2	insignificant	0.07
QVRT/		2	smoke	0.017
QVRT/		3	perfume	0.017
QVR[	hif	2	smoke	0.016
QVR[	hif	3	makers of smoke	0.016
QVR[	piel	2	people made smoke	0.049
QWH[	qal	2	wait for	0.2
QWL/		2	than sounds	0.002
QWM[	hif	2	station	0.023
QWM[	hif	3	about to establish	0.008
QWM[	hif	4	people set up	0.008
QWM[	hif	5	certainly (raise)	0.008
QWM[	hif	6	it has made rise	0.008
QWM[	hif	7	[one	0.008
QWM[	hit	2	[those	0.25
QWM[	hit	3	[one	0.25
QWM[	hof	2	he was raised up	0.333
QWM[	hof	3	it was carried out	0.333
QWM[	piel	2	confirm	0.286
QWM[	piel	3	impose	0.286
QWM[	piel	4	fulfill	0.071
QWM[	piel	5	strengthen	0.071
QWM[	qal	2	it was confirmed	0.004
QWM[	qal	3	get up	0.004
QWM[	qal	4	it was set	0.002
QWM[	qal	5	than	0.002
QWM[	qal	6	anyone will arise	0.002
QWM[	qal	7	they were fixed	0.002
QWM[	qal	8	certainly (established)	0.002
QWM[	qal	9	someone will arise	0.002
QWRH/		2	my roof	0.2
QWY[	qal	2	people felt dread	0.25
QWY[	qal	3	feeling dread	0.125
QYB/		2	extremities	0.333
QYJN/		2	O rulers	0.25
QYJR/		2	harvest time	0.02
QYJR/		3	time	0.02
QYR=[	qal	2	someone will reap	0.031
QYR[	qal	2	it became short	0.083
QYW/		2	boundaries	0.333
QYY[	piel	2	he cuts in two	0.111
R<<[	hif	2	still (do evil)	0.015
R<<[	hif	3	they have made evil	0.015
R<<[	hif	4	O evil-doers	0.015
R<<[	hif	5	exceedingly (do evil)	0.015
R<<[	qal	2	is it sad	0.111
R<=/		2	O friends	0.005
R<===/		2	badness	0.263
R<===/		3	sadness	0.105
R<BWN/		2	of famine	0.333
R<C/		2	shaking	0.176
R<C/		3	rattling	0.176
R<C/		4	of rumbling	0.118
R<C/		5	a din	0.059
R<C/		6	quaking	0.059
R<C[	hif	2	made shake	0.167
R<C[	hif	3	I caused to tremble	0.167
R<C[	hif	4	I will shake	0.167
R<C[	hif	5	you have made quake	0.167
R<H=[	qal	2	feeding	0.4
R<NN/		2	fresh	0.105
R<P[	qal	2	they dripped	0.333
R<WT/		2	its neighbor	0.25
R<WT/		3	her fellow	0.25
R>C/		2	best	0.005
R>C/		3	the beginnings	0.003
R>C/		4	O leaders	0.003
R>C/		5	sum(s)	0.002
R>CJT/		2	than	0.041
R>CWN/		2	foremost	0.007
R>CWN/		3	chief	0.007
R>H[	hif	2	about to show	0.105
R>H[	hif	3	you have made see	0.053
R>H[	nif	2	people will present themselves	0.01
R>H[	qal	2	clearly (see)	0.001
R>H[	qal	3	really (look)	0.001
R>H[	qal	4	[one	0.001
R>H[	qal	5	anyone will see	0.001
R>H[	qal	6	people have seen	0.001
R>H[	qal	7	of sight	0.001
R>H[	qal	8	chosen	0.001
R>J/		2	of appearance	0.25
R>J/		3	a spectacle	0.25
R>J/		4	sight	0.25
R>M/		2	wild oxen	0.333
R>WBN/		2	the son of Reuben	0.028
R>WBN/		3	O Reuben	0.014
RB/		2	O great	0.002
RB/		3	than many	0.002
RB<=/		2	(the) fourth part	0.286
RB=/		2	the numerous things	0.007
RB=/		3	as became numerous	0.007
RB=/		4	than greatness	0.007
RBBH/		2	ten	0.188
RBBH/		3	thousand	0.062
RBBH/		4	than ten thousand	0.062
RBH[	hif	2	who] made much	0.013
RBH[	hif	3	he will make much	0.007
RBH[	hif	4	to make many	0.007
RBH[	piel	2	make numerous	0.25
RBH[	piel	3	you have made great	0.25
RBH[	qal	2	they were numerous	0.036
RBH[	qal	3	to be many	0.018
RBH[	qal	4	you grew	0.018
RBH[	qal	5	they became great	0.018
RBH[	qal	6	they grow	0.018
RBY/		2	resting place	0.25
RBY[	hif	2	about to set	0.25
RBY[	qal	2	crouching	0.045
RC</		2	O wicked	0.004
RC<[	hif	2	condemn	0.053
RC<[	qal	2	I am guilty	0.333
RC<[	qal	3	be wicked	0.111
RCP/		2	plague	0.286
RCP/		3	bolts	0.143
RDH=[	qal	2	they are ruling	0.5
RDH[	qal	2	tread	0.05
RDM[	nif	2	dazed	0.286
RDM[	nif	3	he had fallen asleep	0.143
RDP[	qal	2	people pursued	0.009
RDP[	qal	3	he puts to flight	0.009
RDP[	qal	4	someone pursues	0.009
RDP[	qal	5	O pursue	0.009
RDP[	qal	6	will we persecute	0.009
RG<[	hif	2	I will act in a moment	0.25
RG<[	hif	3	to give rest to	0.25
RG<[	hif	4	I will make in a moment	0.125
RG<[	hif	5	give	0.125
RG<[	qal	2	it has become hard	0.25
RG<[	qal	3	he stirred up	0.25
RGL/		2	of both feet	0.004
RGL[	piel	2	spy	0.417
RGL[	piel	3	he has slandered	0.042
RGM[	qal	2	people will stone	0.077
RGZ/		2	wrath	0.143
RGZ/		3	the rumbling	0.143
RGZ/		4	excitement	0.143
RGZ[	hif	2	I will make tremble	0.167
RGZ[	hif	3	to cause disquiet	0.167
RGZ[	hif	4	who] shakes	0.167
RGZ[	hif	5	provokers	0.167
RGZ[	qal	2	stir up	0.036
RGZ[	qal	3	it is excited	0.036
RGZ[	qal	4	you were enraged	0.036
RHV/		2	tresses	0.25
RJB/		2	quarreling	0.034
RJB/		3	cause	0.034
RJB/		4	lawsuit	0.017
RJB/		5	a controversy	0.017
RJB/		6	complaint	0.017
RJBH/		2	the contentions	0.5
RJB[	hif	2	contend	0.5
RJB[	qal	2	make a complaint	0.019
RJB[	qal	3	I will oppose	0.019
RJB[	qal	4	about to conduct	0.019
RJB[	qal	5	contest a lawsuit	0.019
RJB[	qal	6	case	0.019
RJQ[	hif	2	emptying	0.188
RJQ[	hif	3	he drew out	0.062
RJQ[	hif	4	keeping empty	0.062
RJR/		2	slime	0.5
RJX/		2	smell	0.052
RJX/		3	aroma	0.017
RJX/		4	fragrance	0.017
RJX/		5	scent	0.017
RK/		2	gentle	0.067
RKB/		2	of an upper mill-stone	0.017
RKB/		3	an upper millstone	0.008
RKB=/		2	a horseman	0.333
RKB[	hif	2	make ride	0.083
RKB[	hif	3	I will cause to draw	0.083
RKB[	qal	2	you have ridden	0.035
RKB[	qal	3	O riders	0.018
RKB[	qal	4	they mounted	0.018
RKB[	qal	5	he rode in a chariot	0.018
RKB[	qal	6	ride forth	0.018
RKK[	qal	2	it was soft	0.5
RKLH/		2	merchandise	0.25
RKS[	qal	2	they bound	0.5
RKWC/		2	equipment	0.036
RMF/		2	moving thing	0.059
RMF[	qal	2	it moves about	0.059
RMH=[	piel	2	betray	0.333
RMH[	qal	2	a shooter	0.5
RMJH/		2	of deceit	0.286
RMM=[	nif	2	get away	0.25
RMS[	qal	2	trampler	0.083
RMWN/		2	tree	0.031
RMWN/		3	pomegranate tree	0.031
RNH/		2	a cry of entreaty	0.061
RNNH/		2	of cries of joy	0.25
RNN[	hif	2	shout for joy	0.2
RNN[	hif	3	sing for joy	0.2
RNN[	hif	4	I made sing for joy	0.2
RNN[	piel	2	they will cry out for joy	0.071
RNN[	qal	2	it cries aloud	0.158
RNN[	qal	3	they shouted	0.053
RNN[	qal	4	sang	0.053
RP>[	nif	2	be repaired	0.062
RP>[	piel	2	fully (heal)	0.125
RP>[	piel	3	he repaired	0.125
RP>[	qal	2	about to heal	0.036
RP>[	qal	3	someone will heal	0.036
RP>[	qal	4	repair	0.036
RP>[	qal	5	healers	0.036
RPD[	piel	2	refresh	0.5
RPH/		2	feeble	0.25
RPH[	hif	2	let drop	0.25
RPH[	hif	3	be quiet	0.167
RPH[	hif	4	abandon	0.083
RPH[	hif	5	let go	0.083
RPH[	hit	2	shows himself idle	0.333
RPH[	hit	3	you have shown yourself without courage	0.333
RPH[	piel	2	they let drop	0.4
RPH[	piel	3	he loosens	0.2
RPH[	qal	2	they dropped	0.214
RPH[	qal	3	it is sinking	0.143
RPH[	qal	4	he withdrew	0.071
RPH[	qal	5	it relaxed	0.071
RPH[	qal	6	it will be disheartened	0.071
RQ<[	piel	2	people	0.5
RQ<[	qal	2	stamp	0.4
RQD[	piel	2	jolting	0.333
RQMH/		2	multicolored	0.182
RW<[	hif	2	he will raise a war-cry	0.025
RW<[	hif	3	sound an alarm	0.025
RW<[	hif	4	people shout	0.025
RW<[	hit	2	they shout for joy	0.333
RW<[	hit	3	I shout in triumph	0.333
RWC[	qal	2	they are in want	0.045
RWM[	hif	2	he took up	0.012
RWM[	hif	3	[those	0.012
RWM[	hif	4	remove	0.012
RWM[	hif	5	it sets on high	0.012
RWM[	hof	2	it is lifted up	0.333
RWM[	hof	3	it was removed	0.333
RWM[	piel	2	O	0.077
RWM[	piel	3	it lifted up	0.077
RWM[	pual	2	exalted	0.5
RWM[	qal	2	to be lifted up	0.078
RWM[	qal	3	haughty	0.031
RWM[	qal	4	they will arise	0.016
RWX=/		2	relief	0.5
RWXH/		2	relief	0.5
RWX[	hif	2	delighting	0.222
RWY[	hif	2	bring quickly	0.25
RWY[	hif	3	it will cause to run	0.25
RWY[	hif	4	they brought quickly	0.25
RXB/		2	spacious	0.048
RXB/		3	place	0.048
RXB/		4	a arrogant	0.048
RXB/		5	extensive	0.048
RXB==/		2	square	0.047
RXB==/		3	space	0.047
RXB==/		4	the open space	0.047
RXB==/		5	its public	0.023
RXB[	hif	2	make large	0.095
RXB[	hif	3	he has made space	0.048
RXB[	hif	4	someone has made large	0.048
RXB[	hif	5	do you make wide	0.048
RXB[	hif	6	he has made large	0.048
RXB[	hif	7	they have opened wide	0.048
RXB[	hif	8	it makes space	0.048
RXB[	qal	2	it will be enlarged	0.333
RXB[	qal	3	it was broad	0.333
RXM[	piel	2	they have mercy	0.071
RXM[	pual	2	he will be shown mercy	0.5
RXQ[	hif	2	far away	0.143
RXQ[	hif	3	they had gone far	0.048
RXQ[	hif	4	go far away	0.048
RXQ[	hif	5	they had gone far away	0.048
RXQ[	hif	6	I want to be far away	0.048
RXQ[	hif	7	put	0.048
RXQ[	hif	8	you will remove	0.048
RXQ[	hif	9	make far away	0.048
RXQ[	piel	2	you have extended	0.25
RXQ[	piel	3	it has made far away	0.25
RXQ[	piel	4	let them put far away	0.25
RXQ[	qal	2	they became distant	0.069
RXWQ/		2	O distant	0.013
RXWQ/		3	rechokim	0.013
RXY[	qal	2	he has washed away	0.015
RYH[	qal	2	the favored	0.033
RYH[	qal	3	they take delight	0.033
RYH[	qal	4	he has taken pleasure in	0.033
RYH[	qal	5	acceptable	0.033
RYH[	qal	6	he took pleasure	0.033
RYH[	qal	7	delight	0.033
RYX[	nif	2	I will be killed	0.5
RYX[	piel	2	murderers	0.4
RYX[	qal	2	a murderer	0.026
RZN[	qal	2	O rulers	0.167
S<D[	qal	2	support	0.25
SBB[	hif	10	about to turn round	0.032
SBB[	hif	11	he had caused to go round	0.032
SBB[	hif	12	let us surround	0.032
SBB[	hif	2	they brought round	0.129
SBB[	hif	3	he changed	0.097
SBB[	hif	4	he caused to go around	0.065
SBB[	hif	5	bring round	0.065
SBB[	hif	6	go around	0.065
SBB[	hif	7	turn over	0.065
SBB[	hif	8	you have turned around	0.032
SBB[	hif	9	he removed	0.032
SBB[	hof	2	turning	0.333
SBB[	hof	3	changed	0.167
SBB[	nif	2	they will be turned over	0.1
SBB[	piel	2	to change	0.167
SBB[	piel	3	she will surround	0.167
SBB[	qal	2	goes around	0.027
SBB[	qal	3	it turned around	0.027
SBB[	qal	4	around	0.027
SBB[	qal	5	circling around	0.027
SBB[	qal	6	they gathered round	0.014
SBB[	qal	7	it will come round	0.014
SBB[	qal	8	it will change	0.014
SBB[	qal	9	circling	0.014
SBJB/		2	surroundings	0.009
SBJB/		3	circuit	0.003
SBJB/		4	around about	0.003
SBL=/		2	the forced labor	0.333
SBLWT/		2	the forced labor	0.333
SBL[	qal	2	carry a load	0.2
SDJN/		2	garments	0.25
SGLH/		2	treasure	0.25
SGR[	nif	2	they were closed	0.125
SGR[	qal	2	about] to shut	0.028
SGR[	qal	3	people closed	0.028
SGR[	qal	4	shutting	0.028
SGR[	qal	5	they shut the door	0.028
SGR[	qal	6	someone will shut	0.028
SGR[	qal	7	lance	0.028
SGWR=/		2	fine gold	0.5
SJG/		2	dross	0.125
SK/		2	refuge	0.25
SKH/		2	Tabernacles	0.097
SKH/		3	canopy	0.032
SKH/		4	his pavilion	0.032
SKH/		5	thicket	0.032
SKK[	hif	2	he has made inaccessible	0.143
SKK[	hif	3	he shut off	0.143
SKN[	hif	2	you know intimately	0.25
SKN[	hif	3	be reconciled	0.25
SKN[	qal	2	a nurse	0.25
SKN[	qal	3	steward	0.125
SKWT/		2	towards	0.059
SL</		2	than rock	0.017
SLJXH/		2	forgiveness	0.333
SLL[	qal	2	pile	0.1
SLL[	qal	3	lift up	0.1
SLP[	piel	2	it perverts	0.286
SLQ[	haf	2	take up	0.5
SLQ[	peal	2	coming up	0.2
SLT/		2	flour	0.038
SLT/		3	its fine	0.019
SM/		2	spices	0.125
SMK[	qal	2	sustaining	0.194
SMK[	qal	3	he laid	0.083
SMK[	qal	4	firm	0.028
SMK[	qal	5	a sustainer	0.028
SMK[	qal	6	support	0.028
SMK[	qal	7	it has lain	0.028
SPD[	qal	2	mourners	0.036
SPH[	nif	2	he will be carried away	0.111
SPH[	nif	3	who is] captured	0.111
SPH[	qal	2	it has dwindled away	0.167
SPH[	qal	3	snatch	0.167
SPJX/		2	grain	0.25
SPN[	qal	2	reserved	0.167
SPQ[	qal	2	I slapped	0.167
SPQ[	qal	3	it will splash	0.167
SPQ[	qal	4	slap	0.167
SPQ[	qal	5	he claps	0.167
SPR/		2	the record	0.005
SPR=/		2	of a muster-officer	0.019
SPR=/		3	of Sophrites	0.019
SPR[	piel	2	I count	0.032
SPR[	piel	3	people recount	0.016
SPR[	qal	2	measure	0.04
SPR[	qal	3	people will count	0.04
SPR[	qal	4	you have taken account of	0.04
SPR[	qal	5	the scribe	0.04
SPXT/		2	skin	0.5
SQL[	piel	2	clear	0.333
SQL[	qal	2	really (stone)	0.167
SQL[	qal	3	certainly (stone)	0.167
SRR[	qal	2	rebellious	0.412
SRR[	qal	3	rebels	0.118
SRWX/		2	projecting	0.25
SRWX/		3	overhung	0.25
STM[	qal	2	kept secret	0.3
STM[	qal	3	keep secret	0.2
STR/		2	secret	0.029
STR/		3	of secret places	0.029
STR[	hif	2	certainly (hide)	0.028
STR[	hif	3	to conceal	0.028
STR[	nif	2	she will be undiscovered	0.034
SWD/		2	secret counsel	0.095
SWD/		3	secret	0.095
SWD/		4	gathering	0.048
SWD/		5	assembly	0.048
SWPH/		2	like the storm-wind	0.071
SWR[	hif	2	he has taken away	0.017
SWR[	hif	3	he left undone	0.008
SWR[	hif	4	about to remove	0.008
SWR[	hif	5	they take away	0.008
SWR[	hif	6	people remove	0.008
SWR[	hif	7	they will abolish	0.008
SWR[	hof	2	about to be removed	0.2
SWR[	hof	3	it was abolished	0.2
SWS/		2	a swallow	0.007
SXB[	qal	2	we will drag	0.2
SXB[	qal	3	drag away	0.2
SXB[	qal	4	people will drag	0.2
SXR/		2	trading profit	0.286
SXR[	qal	2	let them go about in	0.118
SXR[	qal	3	go	0.059
SXR[	qal	4	O trader	0.059
SXR[	qal	5	they have gone about	0.059
T<B[	hif	2	they do abominably	0.5
T<B[	nif	2	abhorrent	0.333
T<B[	piel	2	loathe	0.182
T<B[	piel	3	utterly (abhor)	0.091
T<B[	piel	4	you made abominable	0.091
T<B[	piel	5	he abhorred	0.091
T<H[	hif	2	leading astray	0.231
T<H[	hif	3	they caused to err	0.231
T<H[	hif	4	mislead	0.154
T<H[	hif	5	they caused to wander	0.077
T<H[	nif	2	he has been led astray	0.5
T<LH/		2	trench	0.333
T<LH/		3	channels	0.222
T<NWG/		2	luxury	0.2
T<R/		2	the knife	0.077
T<WDH/		2	attestation	0.333
T>/		2	the guardroom	0.154
T>R/		2	appearance	0.2
T>WH/		2	a delight	0.05
TBNJT/		2	a likeness	0.25
TBNJT/		3	the copy	0.05
TBNJT/		4	an image	0.05
TBNJT/		5	structure	0.05
TBW>H/		2	harvest(s)	0.024
TBW>H/		3	revenue	0.024
TC>H/		2	shouting(s)	0.5
TCWBH/		2	answers	0.25
TJC/		2	goats	0.25
TJMN=/		2	O Teman	0.091
TKLJT/		2	completeness	0.2
TKLT/		2	violet material	0.02
TKNJT/		2	a pattern	0.5
TM/		2	complete	0.133
TM/		3	my perfect	0.133
TM/		4	quiet	0.067
TM=/		2	innocence	0.143
TM=/		3	his completeness	0.048
TMJD/		2	regularity	0.02
TMJM/		2	integrity	0.033
TMJM/		3	blamelessness	0.011
TMK[	qal	2	they supported	0.211
TMK[	qal	3	holding	0.158
TMK[	qal	4	he grasped	0.105
TMK[	qal	5	they have held firm	0.053
TMK[	qal	6	[those	0.053
TMK[	qal	7	let it hold fast to	0.053
TMK[	qal	8	she lays hold of	0.053
TMK[	qal	9	let people support	0.053
TMM[	hif	2	they ceased	0.143
TMM[	hif	3	I will make an end of	0.143
TMM[	hif	4	you make blameless	0.143
TMM[	qal	2	we have met our end	0.044
TMM[	qal	3	I will be blameless	0.022
TMM[	qal	4	let them be destroyed	0.022
TMRWQ/		2	a cleansing	0.25
TMWRH/		2	substitute	0.333
TNJN/		2	monster	0.25
TNJN/		3	O sea monsters	0.083
TNW>H/		2	occasions	0.5
TNWBH/		2	the produce	0.2
TNWPH/		2	the brandishing	0.067
